dataset_source,repo_name,latest_commit,snapshot_dir,python_files_manifest,regular_python_files_counted,symlinks_skipped,total_physical_lines,comment_only_lines,ncloc_python_snapshot,tokenized_files,fallback_files,ncloc_failure_count
control,FMInference/FlexiGen,ab55510b0e19b0dcdb274e7ef5421827d0c237d0,repo_python/run-py-3a/strict/python_snapshots/control/FMInference_FlexiGen/ab55510b0e19b0dcdb274e7ef5421827d0c237d0,2327,2327,0,972136,67231,749980,2324,3,0
control,FMInference/FlexiGen,d34f7b4b43ed87a374f394b0535ed685af66197b,repo_python/run-py-3a/strict/python_snapshots/control/FMInference_FlexiGen/d34f7b4b43ed87a374f394b0535ed685af66197b,2326,2326,0,971933,67219,749823,2323,3,0
control,FaceAdapter/Face-Adapter,6e313885188e05740a7c40e12c1b9015c748bf08,repo_python/run-py-3a/strict/python_snapshots/control/FaceAdapter_Face-Adapter/6e313885188e05740a7c40e12c1b9015c748bf08,10,10,0,3680,314,2752,10,0,0
control,FlipperPA/peregrine,59cf20bdffc1b4fabcefcd84041ae7e6f63ca221,repo_python/run-py-3a/strict/python_snapshots/control/FlipperPA_peregrine/59cf20bdffc1b4fabcefcd84041ae7e6f63ca221,21,21,0,1301,22,1140,21,0,0
control,FlipperPA/peregrine,dcdecaab9fccbab895f3a369c52046c47162191e,repo_python/run-py-3a/strict/python_snapshots/control/FlipperPA_peregrine/dcdecaab9fccbab895f3a369c52046c47162191e,21,21,0,1301,22,1140,21,0,0
control,FolhaSP/mosaico,671279ed06a708df03f6b96283c4b2e4e752944d,repo_python/run-py-3a/strict/python_snapshots/control/FolhaSP_mosaico/671279ed06a708df03f6b96283c4b2e4e752944d,106,106,0,7738,221,5760,106,0,0
control,FolhaSP/mosaico,7ee2ad4944d0c431f69e11953c8db270548cab29,repo_python/run-py-3a/strict/python_snapshots/control/FolhaSP_mosaico/7ee2ad4944d0c431f69e11953c8db270548cab29,112,112,0,8263,244,6124,112,0,0
control,FolhaSP/mosaico,89e8405cb37b43228bf09fb2cbcad41fe0c63f50,repo_python/run-py-3a/strict/python_snapshots/control/FolhaSP_mosaico/89e8405cb37b43228bf09fb2cbcad41fe0c63f50,107,107,0,7923,227,5893,107,0,0
control,FolhaSP/mosaico,8c825203557e4cc983b6a36d53edbe646f367988,repo_python/run-py-3a/strict/python_snapshots/control/FolhaSP_mosaico/8c825203557e4cc983b6a36d53edbe646f367988,127,127,0,9554,297,7089,127,0,0
control,FolhaSP/mosaico,9f54b7e292c074c054d5d53b7e6f5cf92d2ef3d4,repo_python/run-py-3a/strict/python_snapshots/control/FolhaSP_mosaico/9f54b7e292c074c054d5d53b7e6f5cf92d2ef3d4,109,109,0,8054,238,5985,109,0,0
control,FolhaSP/mosaico,b3c2a5e6ed21ebdabf955c519d66a458c2bd08e4,repo_python/run-py-3a/strict/python_snapshots/control/FolhaSP_mosaico/b3c2a5e6ed21ebdabf955c519d66a458c2bd08e4,129,129,0,10356,355,7648,129,0,0
control,FolhaSP/mosaico,c9ad0020d5857a46eb6749c4ef6df883ef0b1e9e,repo_python/run-py-3a/strict/python_snapshots/control/FolhaSP_mosaico/c9ad0020d5857a46eb6749c4ef6df883ef0b1e9e,127,127,0,9680,297,7189,127,0,0
control,GispoCoding/qgis-venv-creator,af2c34bcade10ce184f9b4c89a6b5011f4636b05,repo_python/run-py-3a/strict/python_snapshots/control/GispoCoding_qgis-venv-creator/af2c34bcade10ce184f9b4c89a6b5011f4636b05,9,9,0,730,31,551,9,0,0
control,GispoCoding/qgis-venv-creator,da97781d79749fa683611204606b94966dfbc799,repo_python/run-py-3a/strict/python_snapshots/control/GispoCoding_qgis-venv-creator/da97781d79749fa683611204606b94966dfbc799,9,9,0,730,31,551,9,0,0
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,4d2a96feb531d47bbe11bba02b77f9b9b9aadae9,repo_python/run-py-3a/strict/python_snapshots/control/Hack-a-Day_2024-Supercon-8-Add-On-Badge/4d2a96feb531d47bbe11bba02b77f9b9b9aadae9,0,0,0,0,0,0,0,0,0
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,67e7825535fd093466c771318341bcd40be55e13,repo_python/run-py-3a/strict/python_snapshots/control/Hack-a-Day_2024-Supercon-8-Add-On-Badge/67e7825535fd093466c771318341bcd40be55e13,5,5,0,1233,103,956,5,0,0
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,b44bb4a046a71d2d7abc0734260b4ada87c0628c,repo_python/run-py-3a/strict/python_snapshots/control/Hack-a-Day_2024-Supercon-8-Add-On-Badge/b44bb4a046a71d2d7abc0734260b4ada87c0628c,5,5,0,1223,95,952,5,0,0
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,fa2d8d0fc9c69b610d8eebca14d9d54e6a23475d,repo_python/run-py-3a/strict/python_snapshots/control/Hack-a-Day_2024-Supercon-8-Add-On-Badge/fa2d8d0fc9c69b610d8eebca14d9d54e6a23475d,4,4,0,762,94,546,4,0,0
control,HelpingAI/Webscout,05438617e1535333cdf976bf8843553e5b85addc,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/05438617e1535333cdf976bf8843553e5b85addc,63,63,0,18439,268,16301,63,0,0
control,HelpingAI/Webscout,0d6ff18a9799de1f2bbe637431e363e4c49006e7,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/0d6ff18a9799de1f2bbe637431e363e4c49006e7,247,247,0,53861,1634,45165,247,0,0
control,HelpingAI/Webscout,146ee41132650aac4ee6e171c7f136e47de7312f,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/146ee41132650aac4ee6e171c7f136e47de7312f,95,95,0,27793,388,24418,95,0,0
control,HelpingAI/Webscout,259c469b1785b81094ce71312991307ad5c14d58,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/259c469b1785b81094ce71312991307ad5c14d58,305,305,0,88585,4450,73349,305,0,0
control,HelpingAI/Webscout,3c0f40c7caa64697c58cc209b70672171dd541a9,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/3c0f40c7caa64697c58cc209b70672171dd541a9,304,304,0,86687,4436,71761,304,0,0
control,HelpingAI/Webscout,43365b64ad799c81f65d9ca8fda0fe0d95978f59,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/43365b64ad799c81f65d9ca8fda0fe0d95978f59,31,31,0,10009,90,8869,31,0,0
control,HelpingAI/Webscout,44f4fd7a04771e30dac59705566949b590386208,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/44f4fd7a04771e30dac59705566949b590386208,283,283,0,76749,4197,63040,283,0,0
control,HelpingAI/Webscout,4c820e90fdd17cc18aede76e0648000e71ce9a4c,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/4c820e90fdd17cc18aede76e0648000e71ce9a4c,216,216,0,47081,1027,40004,216,0,0
control,HelpingAI/Webscout,6d6af387dbfd19f8a70b0e0bdf956cb4bc1fc6d8,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/6d6af387dbfd19f8a70b0e0bdf956cb4bc1fc6d8,12,12,0,1929,23,1690,12,0,0
control,HelpingAI/Webscout,7423f6c0925f5eea34ec0895a00576c2fec0f6b3,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/7423f6c0925f5eea34ec0895a00576c2fec0f6b3,189,189,0,43153,903,36756,189,0,0
control,HelpingAI/Webscout,7c52f6bfcb0d91ae93a496dc9b356de23a9e568c,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/7c52f6bfcb0d91ae93a496dc9b356de23a9e568c,31,31,0,5207,84,4461,31,0,0
control,HelpingAI/Webscout,84c373137c8baf7bdbc6682ca7ad4d542581a2da,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/84c373137c8baf7bdbc6682ca7ad4d542581a2da,119,119,0,33106,465,28886,119,0,0
control,HelpingAI/Webscout,869c452971ae0632e92e356dc01ff0d495c8f215,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/869c452971ae0632e92e356dc01ff0d495c8f215,125,125,0,35067,480,30547,125,0,0
control,HelpingAI/Webscout,8f1fa236c636b57605c2d0bcb3e74605a6789796,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/8f1fa236c636b57605c2d0bcb3e74605a6789796,72,72,0,24788,372,21904,72,0,0
control,HelpingAI/Webscout,a253e29f8b069a62ce5780563fc5285a9d150a78,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/a253e29f8b069a62ce5780563fc5285a9d150a78,60,60,0,22434,280,19842,60,0,0
control,HelpingAI/Webscout,b2042728b5aa9a57cce3073ad525f0c796c2d62c,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/b2042728b5aa9a57cce3073ad525f0c796c2d62c,121,121,0,33739,499,29470,121,0,0
control,HelpingAI/Webscout,e37241c7865adb0ad181fb6a1fd42fd7d29a8572,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/e37241c7865adb0ad181fb6a1fd42fd7d29a8572,308,308,0,75529,3912,61541,308,0,0
control,HelpingAI/Webscout,e3ea673b30db1067ffcd26fd13362697f4ef56f7,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/e3ea673b30db1067ffcd26fd13362697f4ef56f7,304,304,0,85626,4506,70758,304,0,0
control,HelpingAI/Webscout,fb95c558e62402c5fadce0497435cbc6929a844e,repo_python/run-py-3a/strict/python_snapshots/control/HelpingAI_Webscout/fb95c558e62402c5fadce0497435cbc6929a844e,193,193,0,43988,974,37387,193,0,0
control,IBM/mt-rag-benchmark,255a13a965fd931051d4067b2321cdad99ece4d2,repo_python/run-py-3a/strict/python_snapshots/control/IBM_mt-rag-benchmark/255a13a965fd931051d4067b2321cdad99ece4d2,1,1,0,110,13,81,1,0,0
control,IBM/mt-rag-benchmark,a12e25a33a76f3461768a1ed8f0be16d8c9340a9,repo_python/run-py-3a/strict/python_snapshots/control/IBM_mt-rag-benchmark/a12e25a33a76f3461768a1ed8f0be16d8c9340a9,1,1,0,110,13,81,1,0,0
control,IBM/mt-rag-benchmark,c60072e6cb1b08213c7178ef1364f9958a940e3d,repo_python/run-py-3a/strict/python_snapshots/control/IBM_mt-rag-benchmark/c60072e6cb1b08213c7178ef1364f9958a940e3d,1,1,0,110,13,81,1,0,0
control,ITSpecialist111/ai_automation_suggester,3e11672356d188a604f807609fe99a04fb80bb7b,repo_python/run-py-3a/strict/python_snapshots/control/ITSpecialist111_ai_automation_suggester/3e11672356d188a604f807609fe99a04fb80bb7b,5,5,0,2297,135,1845,5,0,0
control,ITSpecialist111/ai_automation_suggester,5dfe854ad555719dfa71d2fecdfe403754fc9832,repo_python/run-py-3a/strict/python_snapshots/control/ITSpecialist111_ai_automation_suggester/5dfe854ad555719dfa71d2fecdfe403754fc9832,5,5,0,1646,46,1384,5,0,0
control,ITSpecialist111/ai_automation_suggester,6655ee3ccea170555d9d968db3a1f0c4b761bdda,repo_python/run-py-3a/strict/python_snapshots/control/ITSpecialist111_ai_automation_suggester/6655ee3ccea170555d9d968db3a1f0c4b761bdda,5,5,0,316,9,244,5,0,0
control,ITSpecialist111/ai_automation_suggester,80e4702607a60ea1a7e99dfc49b38e2b6dcc37ed,repo_python/run-py-3a/strict/python_snapshots/control/ITSpecialist111_ai_automation_suggester/80e4702607a60ea1a7e99dfc49b38e2b6dcc37ed,5,5,0,1855,57,1535,5,0,0
control,ITSpecialist111/ai_automation_suggester,a3a4bbbd2a0f8b15b360891c627b4be2cef2d0db,repo_python/run-py-3a/strict/python_snapshots/control/ITSpecialist111_ai_automation_suggester/a3a4bbbd2a0f8b15b360891c627b4be2cef2d0db,5,5,0,1823,42,1525,5,0,0
control,ITSpecialist111/ai_automation_suggester,a8af04fb1e696943110ac824705b1cc41cf677e9,repo_python/run-py-3a/strict/python_snapshots/control/ITSpecialist111_ai_automation_suggester/a8af04fb1e696943110ac824705b1cc41cf677e9,5,5,0,1855,57,1535,5,0,0
control,ITSpecialist111/ai_automation_suggester,b2a018afeec2a56847d31897e1224b6dfccd30c7,repo_python/run-py-3a/strict/python_snapshots/control/ITSpecialist111_ai_automation_suggester/b2a018afeec2a56847d31897e1224b6dfccd30c7,5,5,0,1548,115,1237,5,0,0
control,ITSpecialist111/ai_automation_suggester,f2e54127e5ea100cd7038be63b5067d7ec9e3203,repo_python/run-py-3a/strict/python_snapshots/control/ITSpecialist111_ai_automation_suggester/f2e54127e5ea100cd7038be63b5067d7ec9e3203,5,5,0,1741,46,1450,5,0,0
control,ITSpecialist111/ai_automation_suggester,f680b185d5d86a7ab56291f7940d2b66541b7f58,repo_python/run-py-3a/strict/python_snapshots/control/ITSpecialist111_ai_automation_suggester/f680b185d5d86a7ab56291f7940d2b66541b7f58,5,5,0,2515,147,1997,5,0,0
control,Jieqianyu/SGN,a65798174a839bde9c0d2c72dee3848a67bb05ab,repo_python/run-py-3a/strict/python_snapshots/control/Jieqianyu_SGN/a65798174a839bde9c0d2c72dee3848a67bb05ab,76,76,0,8756,509,6807,76,0,0
control,Jieqianyu/SGN,b519871f45a2751d7e9cf4798c90fbff3e410a51,repo_python/run-py-3a/strict/python_snapshots/control/Jieqianyu_SGN/b519871f45a2751d7e9cf4798c90fbff3e410a51,76,76,0,8756,509,6807,76,0,0
control,JustinSparrrow/IOOI-EmotionEgg,4593f10a974865bf903ca3576ac4b617a693978d,repo_python/run-py-3a/strict/python_snapshots/control/JustinSparrrow_IOOI-EmotionEgg/4593f10a974865bf903ca3576ac4b617a693978d,0,0,0,0,0,0,0,0,0
control,JustinSparrrow/IOOI-EmotionEgg,eb145035b7c60abf42b353ccdc47a3a31a233e82,repo_python/run-py-3a/strict/python_snapshots/control/JustinSparrrow_IOOI-EmotionEgg/eb145035b7c60abf42b353ccdc47a3a31a233e82,0,0,0,0,0,0,0,0,0
control,LGro/PyAPSI,44f07dd2be7371f810474635c27c71e5baaf45ea,repo_python/run-py-3a/strict/python_snapshots/control/LGro_PyAPSI/44f07dd2be7371f810474635c27c71e5baaf45ea,9,9,0,727,33,524,9,0,0
control,LGro/PyAPSI,c9fab4a6d79da320e3f810b477284cefd1419b7e,repo_python/run-py-3a/strict/python_snapshots/control/LGro_PyAPSI/c9fab4a6d79da320e3f810b477284cefd1419b7e,9,9,0,727,33,524,9,0,0
control,LuneMods/KCD2-Blender-Toolkit,9bbb606215b45b26e20f214ef65359d3a0d561f3,repo_python/run-py-3a/strict/python_snapshots/control/LuneMods_KCD2-Blender-Toolkit/9bbb606215b45b26e20f214ef65359d3a0d561f3,19,19,0,10356,601,7582,19,0,0
control,LuneMods/KCD2-Blender-Toolkit,c335231561e1327a43f7aac66357232fa83ee545,repo_python/run-py-3a/strict/python_snapshots/control/LuneMods_KCD2-Blender-Toolkit/c335231561e1327a43f7aac66357232fa83ee545,20,20,0,10552,603,7719,20,0,0
control,MIT-Emerging-Talent/ET6-edXtras,298895297e3070065b1d3a8f8b0ad1e0b80e2dfa,repo_python/run-py-3a/strict/python_snapshots/control/MIT-Emerging-Talent_ET6-edXtras/298895297e3070065b1d3a8f8b0ad1e0b80e2dfa,186,186,0,9965,1169,5918,186,0,0
control,MIT-Emerging-Talent/ET6-edXtras,4bf71d024e75d12903ebfc79157120e477643dac,repo_python/run-py-3a/strict/python_snapshots/control/MIT-Emerging-Talent_ET6-edXtras/4bf71d024e75d12903ebfc79157120e477643dac,186,186,0,9965,1169,5918,186,0,0
control,MIT-Emerging-Talent/ET6-edXtras,ae3c1e35770536349214505cccbfba4bc11d895c,repo_python/run-py-3a/strict/python_snapshots/control/MIT-Emerging-Talent_ET6-edXtras/ae3c1e35770536349214505cccbfba4bc11d895c,137,137,0,6695,788,3867,137,0,0
control,Makopolo/megascan_houdini20.0_USD_plugin,51c95912cbed07c846baba016831fcec1978d6ce,repo_python/run-py-3a/strict/python_snapshots/control/Makopolo_megascan_houdini20.0_USD_plugin/51c95912cbed07c846baba016831fcec1978d6ce,24,24,0,3681,243,2492,24,0,0
control,Makopolo/megascan_houdini20.0_USD_plugin,8136e2577c68bb305b707dba182a17b247d1f842,repo_python/run-py-3a/strict/python_snapshots/control/Makopolo_megascan_houdini20.0_USD_plugin/8136e2577c68bb305b707dba182a17b247d1f842,24,24,0,3684,245,2493,24,0,0
control,Makopolo/megascan_houdini20.0_USD_plugin,9ea78b3706bd91ffc45b5d286e05d9d48caefd27,repo_python/run-py-3a/strict/python_snapshots/control/Makopolo_megascan_houdini20.0_USD_plugin/9ea78b3706bd91ffc45b5d286e05d9d48caefd27,24,24,0,3682,245,2491,24,0,0
control,MalevichAI/malevich,13324dbffc516f909d4d880974c49c261f29e2ad,repo_python/run-py-3a/strict/python_snapshots/control/MalevichAI_malevich/13324dbffc516f909d4d880974c49c261f29e2ad,203,203,0,20268,585,16164,203,0,0
control,MalevichAI/malevich,18e8b19a7506c7b51453be5726f3ad733279f7fe,repo_python/run-py-3a/strict/python_snapshots/control/MalevichAI_malevich/18e8b19a7506c7b51453be5726f3ad733279f7fe,243,243,0,20388,451,16617,243,0,0
control,MalevichAI/malevich,4a6051c717fabc9321c4f5abc8b9d024a4a0255d,repo_python/run-py-3a/strict/python_snapshots/control/MalevichAI_malevich/4a6051c717fabc9321c4f5abc8b9d024a4a0255d,195,195,0,17891,581,14384,195,0,0
control,MalevichAI/malevich,63716964c10436377f3ac5e6413ce729bd48fe73,repo_python/run-py-3a/strict/python_snapshots/control/MalevichAI_malevich/63716964c10436377f3ac5e6413ce729bd48fe73,134,134,0,11265,428,8887,134,0,0
control,MalevichAI/malevich,64bf75a1e73d6975b39e06dcbec1c88e4e875218,repo_python/run-py-3a/strict/python_snapshots/control/MalevichAI_malevich/64bf75a1e73d6975b39e06dcbec1c88e4e875218,175,175,0,15158,521,12127,175,0,0
control,MalevichAI/malevich,8d00a09bdea9ad1093cd060c310fc3c8d88fbc93,repo_python/run-py-3a/strict/python_snapshots/control/MalevichAI_malevich/8d00a09bdea9ad1093cd060c310fc3c8d88fbc93,143,143,0,12408,448,9829,143,0,0
control,MalevichAI/malevich,b14b7869cf9cf411357168cf062b5c0539aeaa2c,repo_python/run-py-3a/strict/python_snapshots/control/MalevichAI_malevich/b14b7869cf9cf411357168cf062b5c0539aeaa2c,220,220,0,19297,471,15701,220,0,0
control,MalevichAI/malevich,c0f8f29bf6ef0806c596d44e5dc12732be371dd7,repo_python/run-py-3a/strict/python_snapshots/control/MalevichAI_malevich/c0f8f29bf6ef0806c596d44e5dc12732be371dd7,243,243,0,20388,451,16617,243,0,0
control,MalevichAI/malevich,e5326dda025f274046cbc18492e7c358fc334c9a,repo_python/run-py-3a/strict/python_snapshots/control/MalevichAI_malevich/e5326dda025f274046cbc18492e7c358fc334c9a,243,243,0,20287,450,16529,243,0,0
control,MalevichAI/malevich,f4ab75e0e691308c1dadbcec259d0e6a2b820da8,repo_python/run-py-3a/strict/python_snapshots/control/MalevichAI_malevich/f4ab75e0e691308c1dadbcec259d0e6a2b820da8,177,177,0,15221,522,12178,177,0,0
control,MalevichAI/malevich,fa65da712ea11d1a3573737dc4356ca5050928d3,repo_python/run-py-3a/strict/python_snapshots/control/MalevichAI_malevich/fa65da712ea11d1a3573737dc4356ca5050928d3,175,175,0,15077,562,11974,175,0,0
control,MingSun-Tse/LightAvatar-TensorFlow,19865a5adcb07c7dd9edd981ff0fe6335edaca62,repo_python/run-py-3a/strict/python_snapshots/control/MingSun-Tse_LightAvatar-TensorFlow/19865a5adcb07c7dd9edd981ff0fe6335edaca62,3,3,0,2918,317,2233,3,0,0
control,MingSun-Tse/LightAvatar-TensorFlow,3994bf5aa77460a57e943805ace5ca2d2d0b287f,repo_python/run-py-3a/strict/python_snapshots/control/MingSun-Tse_LightAvatar-TensorFlow/3994bf5aa77460a57e943805ace5ca2d2d0b287f,3,3,0,2918,317,2233,3,0,0
control,MingSun-Tse/LightAvatar-TensorFlow,d2bb41c27f14024821c7819d5f958c3ee4adb9d4,repo_python/run-py-3a/strict/python_snapshots/control/MingSun-Tse_LightAvatar-TensorFlow/d2bb41c27f14024821c7819d5f958c3ee4adb9d4,2,2,0,1791,126,1468,2,0,0
control,MrTimonM/Arichain-Bot,cafdbd057dca6e6a29a6079472ea502b67e6a9af,repo_python/run-py-3a/strict/python_snapshots/control/MrTimonM_Arichain-Bot/cafdbd057dca6e6a29a6079472ea502b67e6a9af,1,1,0,205,0,186,1,0,0
control,NVIDIA/cuEquivariance,07e715cf2762e67fb2a0fbc109a5d24a94fc5117,repo_python/run-py-3a/strict/python_snapshots/control/NVIDIA_cuEquivariance/07e715cf2762e67fb2a0fbc109a5d24a94fc5117,112,112,0,18745,1846,13621,112,0,0
control,NVIDIA/cuEquivariance,163f5f15fbe422cd37bf57923d89761ac8f45185,repo_python/run-py-3a/strict/python_snapshots/control/NVIDIA_cuEquivariance/163f5f15fbe422cd37bf57923d89761ac8f45185,110,110,0,18191,1784,13195,110,0,0
control,NVIDIA/cuEquivariance,5942dd5c8783949e83c462f012060bb767c6154e,repo_python/run-py-3a/strict/python_snapshots/control/NVIDIA_cuEquivariance/5942dd5c8783949e83c462f012060bb767c6154e,147,147,0,31959,3191,23586,147,0,0
control,NVIDIA/cuEquivariance,5fbf607f5361e40352d0f9b49ed60260a48ad91c,repo_python/run-py-3a/strict/python_snapshots/control/NVIDIA_cuEquivariance/5fbf607f5361e40352d0f9b49ed60260a48ad91c,144,144,0,30775,3088,22661,144,0,0
control,NVIDIA/cuEquivariance,63765206185021ff123b68ffaa3f37053ec68906,repo_python/run-py-3a/strict/python_snapshots/control/NVIDIA_cuEquivariance/63765206185021ff123b68ffaa3f37053ec68906,119,119,0,22748,2079,16748,119,0,0
control,NVIDIA/cuEquivariance,6a78b3f56d1ea7387465b152c12ed09e083cc4b9,repo_python/run-py-3a/strict/python_snapshots/control/NVIDIA_cuEquivariance/6a78b3f56d1ea7387465b152c12ed09e083cc4b9,123,123,0,23651,2152,17478,123,0,0
control,NVIDIA/cuEquivariance,9cc03d657ce7124cd7998d2c66f6901783f29979,repo_python/run-py-3a/strict/python_snapshots/control/NVIDIA_cuEquivariance/9cc03d657ce7124cd7998d2c66f6901783f29979,124,124,0,23924,2180,17698,124,0,0
control,NVIDIA/cuEquivariance,cd297d02978484ce75135f9104f0015f3f598159,repo_python/run-py-3a/strict/python_snapshots/control/NVIDIA_cuEquivariance/cd297d02978484ce75135f9104f0015f3f598159,111,111,0,18900,1842,13774,111,0,0
control,NVIDIA/cuEquivariance,f4b52be1a6b7e4666978a6a8499a21e5ee29ecd6,repo_python/run-py-3a/strict/python_snapshots/control/NVIDIA_cuEquivariance/f4b52be1a6b7e4666978a6a8499a21e5ee29ecd6,104,104,0,17116,1728,12427,104,0,0
control,NVIDIA/cuEquivariance,f5a67a583e60162fb1db47d954c916c845ad4d2f,repo_python/run-py-3a/strict/python_snapshots/control/NVIDIA_cuEquivariance/f5a67a583e60162fb1db47d954c916c845ad4d2f,111,111,0,18900,1842,13774,111,0,0
control,NiceRingNode/LGGPT,16ea2d98f990a675ec0473fe5c85beeddf9552d5,repo_python/run-py-3a/strict/python_snapshots/control/NiceRingNode_LGGPT/16ea2d98f990a675ec0473fe5c85beeddf9552d5,14,14,0,2263,131,1904,14,0,0
control,NiceRingNode/LGGPT,338bbb4dcd894e5f7111e9ea141f16d1e7af7249,repo_python/run-py-3a/strict/python_snapshots/control/NiceRingNode_LGGPT/338bbb4dcd894e5f7111e9ea141f16d1e7af7249,14,14,0,2263,131,1904,14,0,0
control,NiceRingNode/LGGPT,ce5d480380c407d687cb5bab0701cb1c33fe4238,repo_python/run-py-3a/strict/python_snapshots/control/NiceRingNode_LGGPT/ce5d480380c407d687cb5bab0701cb1c33fe4238,14,14,0,2263,131,1904,14,0,0
control,NiceRingNode/LGGPT,df47d02d98a642ad71b559b599bdae41893b248d,repo_python/run-py-3a/strict/python_snapshots/control/NiceRingNode_LGGPT/df47d02d98a642ad71b559b599bdae41893b248d,14,14,0,2263,131,1904,14,0,0
control,NiceRingNode/LGGPT,ee2d46bb8d20bd894f56c7db278640f524d8068a,repo_python/run-py-3a/strict/python_snapshots/control/NiceRingNode_LGGPT/ee2d46bb8d20bd894f56c7db278640f524d8068a,0,0,0,0,0,0,0,0,0
control,OSU-NLP-Group/HippoRAG,19bb2e434f470440f100a1dad0341f15849641e2,repo_python/run-py-3a/strict/python_snapshots/control/OSU-NLP-Group_HippoRAG/19bb2e434f470440f100a1dad0341f15849641e2,53,53,0,6521,351,4879,53,0,0
control,OSU-NLP-Group/HippoRAG,242abfbefa03d6fce7a5c107e10ec24f22945b1f,repo_python/run-py-3a/strict/python_snapshots/control/OSU-NLP-Group_HippoRAG/242abfbefa03d6fce7a5c107e10ec24f22945b1f,56,56,0,6801,354,5099,56,0,0
control,OSU-NLP-Group/HippoRAG,5ddedf0f516c7bbed777ba54da680c8bb8fb8f84,repo_python/run-py-3a/strict/python_snapshots/control/OSU-NLP-Group_HippoRAG/5ddedf0f516c7bbed777ba54da680c8bb8fb8f84,36,36,0,4747,135,3658,36,0,0
control,OSU-NLP-Group/HippoRAG,5f7ffa7ffaf9ed2d7b963826c61edc356516bdae,repo_python/run-py-3a/strict/python_snapshots/control/OSU-NLP-Group_HippoRAG/5f7ffa7ffaf9ed2d7b963826c61edc356516bdae,57,57,0,6977,368,5224,57,0,0
control,OSU-NLP-Group/HippoRAG,7fd48f3734c664d1ec69be65413b9dde4af44bf3,repo_python/run-py-3a/strict/python_snapshots/control/OSU-NLP-Group_HippoRAG/7fd48f3734c664d1ec69be65413b9dde4af44bf3,43,43,0,4630,253,3447,43,0,0
