classification,token_range,event_month,treatment_event_row_count,treatment_panel_repo_months,treatment_panel_repositories,treatment_aligned_pairs,treatment_event_row_count_per_100_repo_months,treatment_event_row_count_per_100_repositories,control_event_row_count,control_panel_repo_months,control_panel_repositories,control_aligned_pairs,control_event_row_count_per_100_repo_months,control_event_row_count_per_100_repositories,event_row_count_difference_treatment_minus_control,treatment_event_row_share_within_month,control_event_row_share_within_month
HWC-like,181-190,4,116,55,55,300,210.9090909090909,210.9090909090909,7,34,34,300,20.58823529411765,20.58823529411765,109,0.11328125,0.08536585365853659
HWC-like,191-200,4,81,55,55,300,147.27272727272728,147.27272727272728,4,34,34,300,11.764705882352942,11.764705882352942,77,0.0791015625,0.04878048780487805
ALL,ALL,5,1355,48,48,300,2822.9166666666665,2822.9166666666665,155,33,33,300,469.6969696969697,469.6969696969697,1200,1.0,1.0
ALL,100-110,5,181,48,48,300,377.0833333333333,377.0833333333333,21,33,33,300,63.63636363636363,63.63636363636363,160,0.13357933579335793,0.13548387096774195
ALL,111-120,5,144,48,48,300,300.0,300.0,17,33,33,300,51.515151515151516,51.515151515151516,127,0.10627306273062731,0.10967741935483871
ALL,121-130,5,180,48,48,300,375.0,375.0,19,33,33,300,57.57575757575758,57.57575757575758,161,0.13284132841328414,0.12258064516129032
ALL,131-140,5,148,48,48,300,308.3333333333333,308.3333333333333,12,33,33,300,36.36363636363637,36.36363636363637,136,0.10922509225092251,0.07741935483870968
ALL,141-150,5,130,48,48,300,270.8333333333333,270.8333333333333,17,33,33,300,51.515151515151516,51.515151515151516,113,0.0959409594095941,0.10967741935483871
ALL,151-160,5,126,48,48,300,262.5,262.5,11,33,33,300,33.333333333333336,33.333333333333336,115,0.0929889298892989,0.07096774193548387
ALL,161-170,5,142,48,48,300,295.8333333333333,295.8333333333333,20,33,33,300,60.60606060606061,60.60606060606061,122,0.1047970479704797,0.12903225806451613
ALL,171-180,5,94,48,48,300,195.83333333333334,195.83333333333334,9,33,33,300,27.272727272727273,27.272727272727273,85,0.06937269372693727,0.05806451612903226
ALL,181-190,5,98,48,48,300,204.16666666666666,204.16666666666666,18,33,33,300,54.54545454545455,54.54545454545455,80,0.07232472324723248,0.11612903225806452
ALL,191-200,5,112,48,48,300,233.33333333333334,233.33333333333334,11,33,33,300,33.333333333333336,33.333333333333336,101,0.08265682656826569,0.07096774193548387
AGC-like,ALL,5,134,48,48,300,279.1666666666667,279.1666666666667,41,33,33,300,124.24242424242425,124.24242424242425,93,1.0,1.0
AGC-like,100-110,5,14,48,48,300,29.166666666666668,29.166666666666668,7,33,33,300,21.21212121212121,21.21212121212121,7,0.1044776119402985,0.17073170731707318
AGC-like,111-120,5,16,48,48,300,33.333333333333336,33.333333333333336,3,33,33,300,9.090909090909092,9.090909090909092,13,0.11940298507462686,0.07317073170731707
AGC-like,121-130,5,31,48,48,300,64.58333333333333,64.58333333333333,5,33,33,300,15.151515151515152,15.151515151515152,26,0.23134328358208955,0.12195121951219512
AGC-like,131-140,5,18,48,48,300,37.5,37.5,1,33,33,300,3.0303030303030303,3.0303030303030303,17,0.13432835820895522,0.024390243902439025
AGC-like,141-150,5,11,48,48,300,22.916666666666668,22.916666666666668,4,33,33,300,12.121212121212121,12.121212121212121,7,0.08208955223880597,0.0975609756097561
AGC-like,151-160,5,3,48,48,300,6.25,6.25,1,33,33,300,3.0303030303030303,3.0303030303030303,2,0.022388059701492536,0.024390243902439025
AGC-like,161-170,5,12,48,48,300,25.0,25.0,5,33,33,300,15.151515151515152,15.151515151515152,7,0.08955223880597014,0.12195121951219512
AGC-like,171-180,5,6,48,48,300,12.5,12.5,2,33,33,300,6.0606060606060606,6.0606060606060606,4,0.04477611940298507,0.04878048780487805
AGC-like,181-190,5,14,48,48,300,29.166666666666668,29.166666666666668,7,33,33,300,21.21212121212121,21.21212121212121,7,0.1044776119402985,0.17073170731707318
AGC-like,191-200,5,9,48,48,300,18.75,18.75,6,33,33,300,18.181818181818183,18.181818181818183,3,0.06716417910447761,0.14634146341463414
HWC-like,ALL,5,1221,48,48,300,2543.75,2543.75,114,33,33,300,345.45454545454544,345.45454545454544,1107,1.0,1.0
HWC-like,100-110,5,167,48,48,300,347.9166666666667,347.9166666666667,14,33,33,300,42.42424242424242,42.42424242424242,153,0.13677313677313677,0.12280701754385964
HWC-like,111-120,5,128,48,48,300,266.6666666666667,266.6666666666667,14,33,33,300,42.42424242424242,42.42424242424242,114,0.10483210483210484,0.12280701754385964
HWC-like,121-130,5,149,48,48,300,310.4166666666667,310.4166666666667,14,33,33,300,42.42424242424242,42.42424242424242,135,0.12203112203112203,0.12280701754385964
HWC-like,131-140,5,130,48,48,300,270.8333333333333,270.8333333333333,11,33,33,300,33.333333333333336,33.333333333333336,119,0.10647010647010648,0.09649122807017543
HWC-like,141-150,5,119,48,48,300,247.91666666666666,247.91666666666666,13,33,33,300,39.39393939393939,39.39393939393939,106,0.09746109746109746,0.11403508771929824
HWC-like,151-160,5,123,48,48,300,256.25,256.25,10,33,33,300,30.303030303030305,30.303030303030305,113,0.10073710073710074,0.08771929824561403
HWC-like,161-170,5,130,48,48,300,270.8333333333333,270.8333333333333,15,33,33,300,45.45454545454545,45.45454545454545,115,0.10647010647010648,0.13157894736842105
HWC-like,171-180,5,88,48,48,300,183.33333333333334,183.33333333333334,7,33,33,300,21.21212121212121,21.21212121212121,81,0.07207207207207207,0.06140350877192982
HWC-like,181-190,5,84,48,48,300,175.0,175.0,11,33,33,300,33.333333333333336,33.333333333333336,73,0.0687960687960688,0.09649122807017543
HWC-like,191-200,5,103,48,48,300,214.58333333333334,214.58333333333334,5,33,33,300,15.151515151515152,15.151515151515152,98,0.08435708435708436,0.043859649122807015
ALL,ALL,6,1081,18,18,300,6005.555555555556,6005.555555555556,60,16,16,300,375.0,375.0,1021,1.0,1.0
ALL,100-110,6,146,18,18,300,811.1111111111111,811.1111111111111,9,16,16,300,56.25,56.25,137,0.13506012950971322,0.15
ALL,111-120,6,127,18,18,300,705.5555555555555,705.5555555555555,5,16,16,300,31.25,31.25,122,0.11748381128584644,0.08333333333333333
ALL,121-130,6,135,18,18,300,750.0,750.0,10,16,16,300,62.5,62.5,125,0.12488436632747456,0.16666666666666666
ALL,131-140,6,124,18,18,300,688.8888888888889,688.8888888888889,6,16,16,300,37.5,37.5,118,0.1147086031452359,0.1
ALL,141-150,6,100,18,18,300,555.5555555555555,555.5555555555555,7,16,16,300,43.75,43.75,93,0.09250693802035152,0.11666666666666667
ALL,151-160,6,97,18,18,300,538.8888888888889,538.8888888888889,9,16,16,300,56.25,56.25,88,0.08973172987974098,0.15
ALL,161-170,6,109,18,18,300,605.5555555555555,605.5555555555555,5,16,16,300,31.25,31.25,104,0.10083256244218317,0.08333333333333333
ALL,171-180,6,101,18,18,300,561.1111111111111,561.1111111111111,2,16,16,300,12.5,12.5,99,0.09343200740055504,0.03333333333333333
ALL,181-190,6,85,18,18,300,472.22222222222223,472.22222222222223,5,16,16,300,31.25,31.25,80,0.0786308973172988,0.08333333333333333
ALL,191-200,6,57,18,18,300,316.6666666666667,316.6666666666667,2,16,16,300,12.5,12.5,55,0.05272895467160037,0.03333333333333333
AGC-like,ALL,6,116,18,18,300,644.4444444444445,644.4444444444445,7,16,16,300,43.75,43.75,109,1.0,1.0
AGC-like,100-110,6,13,18,18,300,72.22222222222223,72.22222222222223,0,16,16,300,0.0,0.0,13,0.11206896551724138,0.0
AGC-like,111-120,6,19,18,18,300,105.55555555555556,105.55555555555556,0,16,16,300,0.0,0.0,19,0.16379310344827586,0.0
AGC-like,121-130,6,11,18,18,300,61.111111111111114,61.111111111111114,1,16,16,300,6.25,6.25,10,0.09482758620689655,0.14285714285714285
AGC-like,131-140,6,18,18,18,300,100.0,100.0,0,16,16,300,0.0,0.0,18,0.15517241379310345,0.0
AGC-like,141-150,6,12,18,18,300,66.66666666666667,66.66666666666667,1,16,16,300,6.25,6.25,11,0.10344827586206896,0.14285714285714285
AGC-like,151-160,6,12,18,18,300,66.66666666666667,66.66666666666667,2,16,16,300,12.5,12.5,10,0.10344827586206896,0.2857142857142857
AGC-like,161-170,6,6,18,18,300,33.333333333333336,33.333333333333336,1,16,16,300,6.25,6.25,5,0.05172413793103448,0.14285714285714285
AGC-like,171-180,6,11,18,18,300,61.111111111111114,61.111111111111114,0,16,16,300,0.0,0.0,11,0.09482758620689655,0.0
AGC-like,181-190,6,9,18,18,300,50.0,50.0,2,16,16,300,12.5,12.5,7,0.07758620689655173,0.2857142857142857
AGC-like,191-200,6,5,18,18,300,27.77777777777778,27.77777777777778,0,16,16,300,0.0,0.0,5,0.04310344827586207,0.0
HWC-like,ALL,6,965,18,18,300,5361.111111111111,5361.111111111111,53,16,16,300,331.25,331.25,912,1.0,1.0
HWC-like,100-110,6,133,18,18,300,738.8888888888889,738.8888888888889,9,16,16,300,56.25,56.25,124,0.1378238341968912,0.16981132075471697
HWC-like,111-120,6,108,18,18,300,600.0,600.0,5,16,16,300,31.25,31.25,103,0.11191709844559586,0.09433962264150944
HWC-like,121-130,6,124,18,18,300,688.8888888888889,688.8888888888889,9,16,16,300,56.25,56.25,115,0.12849740932642487,0.16981132075471697
HWC-like,131-140,6,106,18,18,300,588.8888888888889,588.8888888888889,6,16,16,300,37.5,37.5,100,0.10984455958549223,0.11320754716981132
HWC-like,141-150,6,88,18,18,300,488.8888888888889,488.8888888888889,6,16,16,300,37.5,37.5,82,0.09119170984455958,0.11320754716981132
HWC-like,151-160,6,85,18,18,300,472.22222222222223,472.22222222222223,7,16,16,300,43.75,43.75,78,0.08808290155440414,0.1320754716981132
HWC-like,161-170,6,103,18,18,300,572.2222222222222,572.2222222222222,4,16,16,300,25.0,25.0,99,0.10673575129533679,0.07547169811320754
HWC-like,171-180,6,90,18,18,300,500.0,500.0,2,16,16,300,12.5,12.5,88,0.09326424870466321,0.03773584905660377
HWC-like,181-190,6,76,18,18,300,422.22222222222223,422.22222222222223,3,16,16,300,18.75,18.75,73,0.07875647668393783,0.05660377358490566
HWC-like,191-200,6,52,18,18,300,288.8888888888889,288.8888888888889,2,16,16,300,12.5,12.5,50,0.0538860103626943,0.03773584905660377
