treatment_repo,treatment_clone_dir_name,treatment_clone_path,treatment_is_git_repository,matched_period,propensity_score,original_matched_control_count,control_rank,control_repo,control_clone_found,control_clone_dir_name,control_clone_path,control_is_git_repository,pair_status
yeagerai/genlayer-studio,yeagerai_genlayer-studio,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yeagerai_genlayer-studio,True,202502,0.5242975920291713,3,1,microsoft/semantic-link-labs,True,microsoft_semantic-link-labs,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/microsoft_semantic-link-labs,True,aligned
yeagerai/genlayer-studio,yeagerai_genlayer-studio,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yeagerai_genlayer-studio,True,202502,0.5242975920291713,3,2,lancedb/lancedb,True,lancedb_lancedb,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/lancedb_lancedb,True,aligned
yeagerai/genlayer-studio,yeagerai_genlayer-studio,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/yeagerai_genlayer-studio,True,202502,0.5242975920291713,3,3,pieces-app/cli-agent,True,pieces-app_cli-agent,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/pieces-app_cli-agent,True,aligned
zauberzeug/nicegui,zauberzeug_nicegui,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zauberzeug_nicegui,True,202502,0.057905830151763,3,1,nhw649/EOV-Seg,True,nhw649_EOV-Seg,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/nhw649_EOV-Seg,True,aligned
zauberzeug/nicegui,zauberzeug_nicegui,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zauberzeug_nicegui,True,202502,0.057905830151763,3,2,baaivision/EVE,True,baaivision_EVE,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/baaivision_EVE,True,aligned
zauberzeug/nicegui,zauberzeug_nicegui,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zauberzeug_nicegui,True,202502,0.057905830151763,3,3,believethehype/nostrdvm,True,believethehype_nostrdvm,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/believethehype_nostrdvm,True,aligned
zenbase-ai/py-priompt,zenbase-ai_py-priompt,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zenbase-ai_py-priompt,True,202410,0.0209116986327957,3,1,00sapo/taskcheck,True,00sapo_taskcheck,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/00sapo_taskcheck,True,aligned
zenbase-ai/py-priompt,zenbase-ai_py-priompt,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zenbase-ai_py-priompt,True,202410,0.0209116986327957,3,2,sakomws/ai-workshop,True,sakomws_ai-workshop,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/sakomws_ai-workshop,True,aligned
zenbase-ai/py-priompt,zenbase-ai_py-priompt,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zenbase-ai_py-priompt,True,202410,0.0209116986327957,3,3,justin4ai/Quark,False,,,False,control_clone_missing
zilliztech/mcp-server-milvus,zilliztech_mcp-server-milvus,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zilliztech_mcp-server-milvus,True,202502,0.0740099640284197,3,1,aws/nova-act,True,aws_nova-act,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/aws_nova-act,True,aligned
zilliztech/mcp-server-milvus,zilliztech_mcp-server-milvus,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zilliztech_mcp-server-milvus,True,202502,0.0740099640284197,3,2,cyb3rfortr3ss/ByDeF,True,cyb3rfortr3ss_ByDeF,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/cyb3rfortr3ss_ByDeF,True,aligned
zilliztech/mcp-server-milvus,zilliztech_mcp-server-milvus,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/zilliztech_mcp-server-milvus,True,202502,0.0740099640284197,3,3,vonssy/DreamerQuests-BOT,True,vonssy_DreamerQuests-BOT,/home/user1-system12/project-workspace/ai_code_complexity_study_python/control-repos/vonssy_DreamerQuests-BOT,True,aligned
