source_group,repo_name,time,commit_match_status,paper_latest_commit,our_latest_commit,ncloc_scope_status,metric,paper_value,our_value,diff,abs_diff
treatment,wdm0006/git-pandas,2025-05,exact_match,e5ce078ec6254ad8dd35bc44dad5ca51b833a0ff,e5ce078ec6254ad8dd35bc44dad5ca51b833a0ff,ncloc_identical,bugs,9.0,3.0,-6.0,6.0
control,aio-libs/aiohttp,2024-02,exact_match,a75ed655d7200102bb0129445469a6f5b6fc7f45,a75ed655d7200102bb0129445469a6f5b6fc7f45,ncloc_identical,bugs,19.0,13.0,-6.0,6.0
control,baaivision/EVE,2025-02,exact_match,c42d6f4946b397d19a07e04a6536813684764ce8,c42d6f4946b397d19a07e04a6536813684764ce8,ncloc_identical,bugs,12.0,6.0,-6.0,6.0
treatment,cgevans/qslib,2024-05,exact_match,e9585da1022cc388100e438149db167518c1efbb,e9585da1022cc388100e438149db167518c1efbb,ncloc_identical,bugs,18.0,12.0,-6.0,6.0
treatment,cgevans/qslib,2024-11,exact_match,6bdf1ecbb46396a395a43c17398714b271747236,6bdf1ecbb46396a395a43c17398714b271747236,ncloc_identical,bugs,17.0,11.0,-6.0,6.0
treatment,cgevans/qslib,2024-12,exact_match,4ee16b6a9069891d5ab83f97ad2084816f347f6d,4ee16b6a9069891d5ab83f97ad2084816f347f6d,ncloc_identical,bugs,17.0,11.0,-6.0,6.0
treatment,cgevans/qslib,2025-01,exact_match,89937b69bfffcd885298b8cd98bf37ed05d4af76,89937b69bfffcd885298b8cd98bf37ed05d4af76,ncloc_identical,bugs,17.0,11.0,-6.0,6.0
control,stakewise/v3-operator,2024-07,exact_match,331aa84ba7dd62b49bc3164d0f9ae0a2154d74e9,331aa84ba7dd62b49bc3164d0f9ae0a2154d74e9,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,stakewise/v3-operator,2024-08,exact_match,bb211b10d2c24fc04093be980c1b44abb1b87d37,bb211b10d2c24fc04093be980c1b44abb1b87d37,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,stakewise/v3-operator,2024-09,exact_match,e87654bb4ba5cc93958f0edaef7d9d958bca9e73,e87654bb4ba5cc93958f0edaef7d9d958bca9e73,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,stakewise/v3-operator,2024-10,exact_match,f0690d71ab8cc5ceacac5cb4c55a5c06405fe7d5,f0690d71ab8cc5ceacac5cb4c55a5c06405fe7d5,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,stakewise/v3-operator,2025-02,exact_match,eb02dd26d2337d39072f924386a3e97a16852a16,eb02dd26d2337d39072f924386a3e97a16852a16,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,stakewise/v3-operator,2025-05,exact_match,0d67cf01b4e483c311aeb7ae9bf79cb8d9967aa1,0d67cf01b4e483c311aeb7ae9bf79cb8d9967aa1,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,stakewise/v3-operator,2025-06,exact_match,18b8e71b39a917eadec2fa2edbd94f0a23150efd,18b8e71b39a917eadec2fa2edbd94f0a23150efd,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,NVIDIA/cuEquivariance,2025-05,exact_match,6a78b3f56d1ea7387465b152c12ed09e083cc4b9,6a78b3f56d1ea7387465b152c12ed09e083cc4b9,ncloc_identical,bugs,21.0,16.0,-5.0,5.0
control,NVIDIA/cuEquivariance,2025-06,exact_match,9cc03d657ce7124cd7998d2c66f6901783f29979,9cc03d657ce7124cd7998d2c66f6901783f29979,ncloc_identical,bugs,20.0,15.0,-5.0,5.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-01,exact_match,688729a935875ae3334b09ab9bfb1d2bc35697cf,688729a935875ae3334b09ab9bfb1d2bc35697cf,ncloc_identical,bugs,2.0,7.0,5.0,5.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-10,exact_match,fcc15fef88fd0cd4f154b584f2e0fa082da10bfc,fcc15fef88fd0cd4f154b584f2e0fa082da10bfc,ncloc_identical,bugs,2.0,7.0,5.0,5.0
treatment,tw-haiven/haiven,2025-03,exact_match,9fa1486c64f85b5acc14ce919fad7c52b18afeb9,9fa1486c64f85b5acc14ce919fad7c52b18afeb9,ncloc_identical,bugs,26.0,21.0,-5.0,5.0
treatment,VRSEN/agency-voice-interface,2025-01,exact_match,2d9d39ce02d9cb9628e8de79b3543fe05885ad42,2d9d39ce02d9cb9628e8de79b3543fe05885ad42,ncloc_identical,bugs,0.0,5.0,5.0,5.0
treatment,VRSEN/agency-voice-interface,2024-10,exact_match,4bc9c9f739d2f776e38c7317051bd3153d54aaa2,4bc9c9f739d2f776e38c7317051bd3153d54aaa2,ncloc_identical,bugs,0.0,5.0,5.0,5.0
treatment,VRSEN/agency-voice-interface,2024-11,exact_match,07918baab9d7be443e9ecf5d2244a5885ca32290,07918baab9d7be443e9ecf5d2244a5885ca32290,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-12,exact_match,875f91c8c138c8b47e7e31292530ce72a1cabcc9,875f91c8c138c8b47e7e31292530ce72a1cabcc9,ncloc_identical,bugs,2.0,7.0,5.0,5.0
control,zju3dv/ready_to_react,2025-02,exact_match,99e4725810777bdc70b50e00793aecc3409d66fe,99e4725810777bdc70b50e00793aecc3409d66fe,ncloc_identical,bugs,18.0,23.0,5.0,5.0
control,zju3dv/ready_to_react,2025-03,exact_match,bd36d46c80ad82db499e6c597293c085de91457b,bd36d46c80ad82db499e6c597293c085de91457b,ncloc_identical,bugs,18.0,23.0,5.0,5.0
control,zhang-xr/FirmLLM,2025-03,exact_match,f8158fb12223089a6eb59f712f87255c2aa541b9,f8158fb12223089a6eb59f712f87255c2aa541b9,ncloc_identical,bugs,1.0,6.0,5.0,5.0
treatment,Anemll/Anemll,2025-07,exact_match,6ecb10d7dfe90533af13ac23c825ca76aab0c56e,6ecb10d7dfe90533af13ac23c825ca76aab0c56e,ncloc_identical,bugs,14.0,9.0,-5.0,5.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-08,exact_match,d864f4791aae2fc41a1761941eb2a1a424d14d9c,d864f4791aae2fc41a1761941eb2a1a424d14d9c,ncloc_identical,bugs,2.0,7.0,5.0,5.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-05,exact_match,c731ca0e47b709258690e58819cec510094b9b19,c731ca0e47b709258690e58819cec510094b9b19,ncloc_identical,bugs,2.0,7.0,5.0,5.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-03,exact_match,3ff413961e0ff4684127c19850df1c2843338daf,3ff413961e0ff4684127c19850df1c2843338daf,ncloc_identical,bugs,2.0,7.0,5.0,5.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-04,exact_match,cc5b3daa4ca5be8a55a19a0b764b05f9796832d1,cc5b3daa4ca5be8a55a19a0b764b05f9796832d1,ncloc_identical,bugs,2.0,7.0,5.0,5.0
control,MalevichAI/malevich,2024-01,exact_match,63716964c10436377f3ac5e6413ce729bd48fe73,63716964c10436377f3ac5e6413ce729bd48fe73,ncloc_identical,bugs,12.0,7.0,-5.0,5.0
control,MalevichAI/malevich,2024-02,exact_match,8d00a09bdea9ad1093cd060c310fc3c8d88fbc93,8d00a09bdea9ad1093cd060c310fc3c8d88fbc93,ncloc_identical,bugs,13.0,8.0,-5.0,5.0
treatment,askjohngeorge/pipecat-lead-qualifier,2025-01,exact_match,322142a04cd2f43c9f5a14123abd4ea5329ddbfd,322142a04cd2f43c9f5a14123abd4ea5329ddbfd,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-11,exact_match,de2f651b9e4429956f6a8aa8845c55648db1079b,de2f651b9e4429956f6a8aa8845c55648db1079b,ncloc_identical,bugs,2.0,7.0,5.0,5.0
control,NVIDIA/cuEquivariance,2025-07,exact_match,5fbf607f5361e40352d0f9b49ed60260a48ad91c,5fbf607f5361e40352d0f9b49ed60260a48ad91c,ncloc_identical,bugs,20.0,15.0,-5.0,5.0
control,NVIDIA/cuEquivariance,2025-08,exact_match,5942dd5c8783949e83c462f012060bb767c6154e,5942dd5c8783949e83c462f012060bb767c6154e,ncloc_identical,bugs,20.0,15.0,-5.0,5.0
control,zhang-xr/FirmLLM,2025-04,exact_match,8dc567bdfa7fa514f1138725c1195261fc8aa041,8dc567bdfa7fa514f1138725c1195261fc8aa041,ncloc_identical,bugs,1.0,6.0,5.0,5.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-02,exact_match,b9ab794a306ef3542a62c8773d05fecad4457598,b9ab794a306ef3542a62c8773d05fecad4457598,ncloc_identical,bugs,2.0,7.0,5.0,5.0
control,stakewise/v3-operator,2024-11,exact_match,32e54286551a01b18586259e416bf722f5603a35,32e54286551a01b18586259e416bf722f5603a35,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,stakewise/v3-operator,2024-12,exact_match,6a1cf53f43973ee7fd4698ff44e45fedfeee46d1,6a1cf53f43973ee7fd4698ff44e45fedfeee46d1,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,stakewise/v3-operator,2025-01,exact_match,a399272f42cc9274f9652834ff9f56d7bc43fa32,a399272f42cc9274f9652834ff9f56d7bc43fa32,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,stakewise/v3-operator,2025-07,exact_match,a41faa769bac914ea1518942a2348889f23ab871,a41faa769bac914ea1518942a2348889f23ab871,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,stakewise/v3-operator,2025-08,exact_match,44f69fe8beee0abb5ab4570df353aab421bc8100,44f69fe8beee0abb5ab4570df353aab421bc8100,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,stakewise/v3-operator,2025-04,exact_match,e490963118f067e36252c267be03c306aa474801,e490963118f067e36252c267be03c306aa474801,ncloc_identical,bugs,0.0,5.0,5.0,5.0
control,Event-AHU/OpenEvDET,2025-04,exact_match,43a3a8aa71be7b2caad23f0b2e75ecdb43f38763,43a3a8aa71be7b2caad23f0b2e75ecdb43f38763,ncloc_identical,bugs,4.0,8.0,4.0,4.0
control,Event-AHU/OpenEvDET,2025-03,exact_match,a9dff9f1f657e3218e08ef2de59d3b0049764adc,a9dff9f1f657e3218e08ef2de59d3b0049764adc,ncloc_identical,bugs,4.0,8.0,4.0,4.0
treatment,wdm0006/elote,2025-06,exact_match,8e5fd23901c21c7cba0d8ec66401af2220189e8e,8e5fd23901c21c7cba0d8ec66401af2220189e8e,ncloc_identical,bugs,21.0,17.0,-4.0,4.0
control,Event-AHU/OpenEvDET,2025-02,exact_match,dfc518d6227f891592be57dc9f0bdfccdbc1fc2a,dfc518d6227f891592be57dc9f0bdfccdbc1fc2a,ncloc_identical,bugs,4.0,8.0,4.0,4.0
treatment,tw-haiven/haiven,2025-02,exact_match,b24d3346a9e7be65ff1de9e5f956a46506dfc78b,b24d3346a9e7be65ff1de9e5f956a46506dfc78b,ncloc_identical,bugs,21.0,17.0,-4.0,4.0
control,bropines/chrome-lens-py,2025-02,exact_match,01ca4c0bdf4c77e9cd0ace4c24e5a63df29a37ba,01ca4c0bdf4c77e9cd0ace4c24e5a63df29a37ba,ncloc_identical,bugs,0.0,4.0,4.0,4.0
treatment,raphaelmansuy/code2prompt,2024-12,exact_match,2730fb1b6d143bb1d0adae2f0fbf18ddf1aecc20,2730fb1b6d143bb1d0adae2f0fbf18ddf1aecc20,ncloc_identical,bugs,5.0,1.0,-4.0,4.0
treatment,instructor-ai/instructor,2025-03,exact_match,924909392522d57d9a5282976f3273cc79d9c4a1,924909392522d57d9a5282976f3273cc79d9c4a1,ncloc_identical,bugs,19.0,15.0,-4.0,4.0
treatment,Chocksy/qc-options-framework,2025-03,exact_match,e4ce33d3a1c00a3a017343a5e937ea0bb4e1e522,e4ce33d3a1c00a3a017343a5e937ea0bb4e1e522,ncloc_identical,bugs,7.0,3.0,-4.0,4.0
treatment,Kiln-AI/Kiln,2024-12,exact_match,f23f125dc468860999abeebe36c2b7c8a8ff5033,f23f125dc468860999abeebe36c2b7c8a8ff5033,ncloc_identical,bugs,18.0,14.0,-4.0,4.0
treatment,Kiln-AI/Kiln,2025-01,exact_match,f9c319fcb18c8e99ee60ab3c63af64aef9d76587,f9c319fcb18c8e99ee60ab3c63af64aef9d76587,ncloc_identical,bugs,22.0,18.0,-4.0,4.0
treatment,Chocksy/qc-options-framework,2024-11,exact_match,eac11d6d9fdffa581b21cfaf8a24f71639656376,eac11d6d9fdffa581b21cfaf8a24f71639656376,ncloc_identical,bugs,7.0,3.0,-4.0,4.0
treatment,Chocksy/qc-options-framework,2024-12,exact_match,a382960aba410d0af0234db18e653f1ed10634a0,a382960aba410d0af0234db18e653f1ed10634a0,ncloc_identical,bugs,6.0,2.0,-4.0,4.0
treatment,Chocksy/qc-options-framework,2025-01,exact_match,2c53c7c3c63650bb5ab0ad698321326da37928ad,2c53c7c3c63650bb5ab0ad698321326da37928ad,ncloc_identical,bugs,6.0,2.0,-4.0,4.0
treatment,whiteducksoftware/flock,2025-02,exact_match,99f6cc1ace81f64ffb8232a1993a9e6c58f85172,99f6cc1ace81f64ffb8232a1993a9e6c58f85172,ncloc_identical,bugs,2.0,6.0,4.0,4.0
treatment,wdm0006/elote,2025-04,exact_match,82a1101e6f8ceb93ed0dddf44145f7a6892473e5,82a1101e6f8ceb93ed0dddf44145f7a6892473e5,ncloc_identical,bugs,21.0,17.0,-4.0,4.0
treatment,raphaelmansuy/code2prompt,2025-01,exact_match,699eae91a5bf67dc5ab6df23fd1b2c665eb20034,699eae91a5bf67dc5ab6df23fd1b2c665eb20034,ncloc_identical,bugs,5.0,1.0,-4.0,4.0
treatment,raphaelmansuy/code2prompt,2024-09,exact_match,3b377ba47526cb784e449de65694c85cb2ef6421,3b377ba47526cb784e449de65694c85cb2ef6421,ncloc_identical,bugs,5.0,1.0,-4.0,4.0
control,vortezwohl/Bhakti,2024-08,exact_match,e8c43947e1d2005b957c9e9e650c4969804cb297,e8c43947e1d2005b957c9e9e650c4969804cb297,ncloc_identical,bugs,0.0,4.0,4.0,4.0
control,vonssy/DreamerQuests-BOT,2025-07,exact_match,2b4b4321c826efc3c8dc44982fcb439466ff5ebe,2b4b4321c826efc3c8dc44982fcb439466ff5ebe,ncloc_identical,bugs,0.0,3.0,3.0,3.0
treatment,leettools-dev/leettools,2025-04,exact_match,956ff760bdfbbe1c9a241742cad3b59cdde30655,956ff760bdfbbe1c9a241742cad3b59cdde30655,ncloc_identical,bugs,18.0,15.0,-3.0,3.0
control,pieces-app/cli-agent,2025-08,exact_match,77aac10a2531b95d9a25482cae08d56b1b2f4def,77aac10a2531b95d9a25482cae08d56b1b2f4def,ncloc_identical,bugs,3.0,6.0,3.0,3.0
treatment,synaptiai/prompt-decorators,2025-02,exact_match,17ba5520183934d193c2bd26502a71b3253e4acd,17ba5520183934d193c2bd26502a71b3253e4acd,ncloc_identical,bugs,5.0,2.0,-3.0,3.0
control,aio-libs/aiohttp,2024-01,exact_match,fa2bb5d2594043ab7ebc6153f2c6ef3a728c328a,fa2bb5d2594043ab7ebc6153f2c6ef3a728c328a,ncloc_identical,bugs,15.0,12.0,-3.0,3.0
control,aio-libs/aiohttp,2024-03,exact_match,1542348fb93fabac142833d267c22210644c0b5e,1542348fb93fabac142833d267c22210644c0b5e,ncloc_identical,bugs,15.0,12.0,-3.0,3.0
control,HelpingAI/Webscout,2024-05,exact_match,05438617e1535333cdf976bf8843553e5b85addc,05438617e1535333cdf976bf8843553e5b85addc,ncloc_identical,bugs,4.0,7.0,3.0,3.0
treatment,Kiln-AI/Kiln,2024-11,exact_match,46cbfac54080ec7c17303d22ac3ab04f9fc11ca3,46cbfac54080ec7c17303d22ac3ab04f9fc11ca3,ncloc_identical,bugs,5.0,8.0,3.0,3.0
treatment,MDGrey33/pyvisionai,2025-02,exact_match,da23f86e12e6576f5f65bf39f32f424896d853b3,da23f86e12e6576f5f65bf39f32f424896d853b3,ncloc_identical,bugs,7.0,4.0,-3.0,3.0
treatment,instructor-ai/instructor,2025-02,exact_match,429392538e996bb0180bec467677bb9e099a0467,429392538e996bb0180bec467677bb9e099a0467,ncloc_identical,bugs,18.0,15.0,-3.0,3.0
treatment,wdm0006/elote,2025-03,exact_match,7d95ac78907f9acdb234a220f6f456944fcc58ad,7d95ac78907f9acdb234a220f6f456944fcc58ad,ncloc_identical,bugs,19.0,16.0,-3.0,3.0
treatment,yeagerai/genlayer-studio,2024-03,exact_match,417fc9b162412b9fd9b4064d04dfc33bc86926c8,417fc9b162412b9fd9b4064d04dfc33bc86926c8,ncloc_identical,bugs,0.0,3.0,3.0,3.0
control,caffeinedoom/reconthing,2024-11,exact_match,63f6a888dcf040f261ad37f46356ce5dba6ec853,63f6a888dcf040f261ad37f46356ce5dba6ec853,ncloc_identical,bugs,0.0,3.0,3.0,3.0
control,HelpingAI/Webscout,2024-09,exact_match,b2042728b5aa9a57cce3073ad525f0c796c2d62c,b2042728b5aa9a57cce3073ad525f0c796c2d62c,ncloc_identical,bugs,10.0,13.0,3.0,3.0
treatment,leettools-dev/leettools,2025-02,exact_match,ea08c2251ef60be5c545e99a82abc904257653ad,ea08c2251ef60be5c545e99a82abc904257653ad,ncloc_identical,bugs,16.0,13.0,-3.0,3.0
control,stakewise/v3-operator,2024-01,exact_match,320337c3de75b67b3f99a54728885cb7d8173d4a,320337c3de75b67b3f99a54728885cb7d8173d4a,ncloc_identical,bugs,0.0,3.0,3.0,3.0
treatment,instructor-ai/instructor,2025-01,exact_match,f86df783bb2ea160f73b8dd37a318d6e448557ea,f86df783bb2ea160f73b8dd37a318d6e448557ea,ncloc_identical,bugs,18.0,15.0,-3.0,3.0
treatment,instructor-ai/instructor,2024-12,exact_match,887316c8267df621b985c736a2ebba504edf2399,887316c8267df621b985c736a2ebba504edf2399,ncloc_identical,bugs,18.0,15.0,-3.0,3.0
treatment,instructor-ai/instructor,2024-11,exact_match,4c4a1ce106538a8f20fb2d81ef3f25cfbb3be40d,4c4a1ce106538a8f20fb2d81ef3f25cfbb3be40d,ncloc_identical,bugs,18.0,15.0,-3.0,3.0
treatment,instructor-ai/instructor,2024-10,exact_match,a54ea2d01beac03fa0128112198565f55eac3f75,a54ea2d01beac03fa0128112198565f55eac3f75,ncloc_identical,bugs,19.0,16.0,-3.0,3.0
treatment,askjohngeorge/pipecat-lead-qualifier,2025-02,exact_match,c863efa7c17ff84a4780e475fc5dfaa18ac35fd6,c863efa7c17ff84a4780e475fc5dfaa18ac35fd6,ncloc_identical,bugs,0.0,3.0,3.0,3.0
control,vonssy/DreamerQuests-BOT,2025-04,exact_match,dc77803efd5ddc4db596480c0e6da24107c9f8bb,dc77803efd5ddc4db596480c0e6da24107c9f8bb,ncloc_identical,bugs,0.0,3.0,3.0,3.0
control,stakewise/v3-operator,2024-02,exact_match,642c2b5b4a8272f5dcfa81247637330de99fabec,642c2b5b4a8272f5dcfa81247637330de99fabec,ncloc_identical,bugs,0.0,3.0,3.0,3.0
control,aws/nova-act,2025-08,exact_match,03bf255e76814a50b7ed1cd4e9961d8d6b9dc01d,03bf255e76814a50b7ed1cd4e9961d8d6b9dc01d,ncloc_identical,bugs,4.0,1.0,-3.0,3.0
control,vonssy/DreamerQuests-BOT,2025-03,exact_match,9bd9d4bd1ed107e47ebcc67b6487c97904d044cf,9bd9d4bd1ed107e47ebcc67b6487c97904d044cf,ncloc_identical,bugs,0.0,3.0,3.0,3.0
control,HelpingAI/Webscout,2024-08,exact_match,146ee41132650aac4ee6e171c7f136e47de7312f,146ee41132650aac4ee6e171c7f136e47de7312f,ncloc_identical,bugs,6.0,9.0,3.0,3.0
treatment,keephq/keep,2024-07,exact_match,bd626be9f9760d7665d906f637467f8b811175d3,bd626be9f9760d7665d906f637467f8b811175d3,ncloc_identical,bugs,23.0,20.0,-3.0,3.0
control,HelpingAI/Webscout,2024-07,exact_match,8f1fa236c636b57605c2d0bcb3e74605a6789796,8f1fa236c636b57605c2d0bcb3e74605a6789796,ncloc_identical,bugs,7.0,10.0,3.0,3.0
control,HelpingAI/Webscout,2024-06,exact_match,a253e29f8b069a62ce5780563fc5285a9d150a78,a253e29f8b069a62ce5780563fc5285a9d150a78,ncloc_identical,bugs,5.0,8.0,3.0,3.0
treatment,appl-team/appl,2024-09,exact_match,944a298a991948d23b6c818a5bacb2d0509cd6d4,944a298a991948d23b6c818a5bacb2d0509cd6d4,ncloc_identical,bugs,26.0,24.0,-2.0,2.0
treatment,appl-team/appl,2024-08,exact_match,05fe92a2132abe2a0c219ebca314b8a726b0bf7a,05fe92a2132abe2a0c219ebca314b8a726b0bf7a,ncloc_identical,bugs,26.0,24.0,-2.0,2.0
treatment,leettools-dev/leettools,2025-03,exact_match,bda6d9df917d725b816c05796846f480118cc20a,bda6d9df917d725b816c05796846f480118cc20a,ncloc_identical,bugs,18.0,16.0,-2.0,2.0
treatment,instructor-ai/instructor,2024-08,exact_match,3e36162cb1961b59aad85ed0203ecb52403e6ad0,3e36162cb1961b59aad85ed0203ecb52403e6ad0,ncloc_identical,bugs,14.0,12.0,-2.0,2.0
treatment,instructor-ai/instructor,2024-07,exact_match,840737777a919f9a5fcf1505edee0f04b0b9b03f,840737777a919f9a5fcf1505edee0f04b0b9b03f,ncloc_identical,bugs,15.0,13.0,-2.0,2.0
treatment,keephq/keep,2024-05,exact_match,23e20189f22444f91b33f89339fe438bc08c9a16,23e20189f22444f91b33f89339fe438bc08c9a16,ncloc_identical,bugs,17.0,15.0,-2.0,2.0
treatment,Scrapybara/codecapy,2025-02,exact_match,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,5bfd39ebf9156b54bc2fdaeed7fa61d789924055,ncloc_identical,bugs,0.0,2.0,2.0,2.0
treatment,instructor-ai/instructor,2024-01,exact_match,7ab33bd5f6a15e6a041762e9c26a40396a3d7480,7ab33bd5f6a15e6a041762e9c26a40396a3d7480,ncloc_identical,bugs,12.0,14.0,2.0,2.0
treatment,ericzakariasson/uber-eats-mcp-server,2025-03,exact_match,ba475ebd9343dc771addd22ecbd19420a8d7534b,ba475ebd9343dc771addd22ecbd19420a8d7534b,ncloc_identical,bugs,0.0,2.0,2.0,2.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-09,exact_match,2ad3fe85e7d446edaf80cd78f6d8db36654b8d08,2ad3fe85e7d446edaf80cd78f6d8db36654b8d08,ncloc_identical,bugs,2.0,4.0,2.0,2.0
treatment,lss233/kirara-ai,2025-01,exact_match,8120f39cf29bcfefd71c5b7d6a88899ab957e211,8120f39cf29bcfefd71c5b7d6a88899ab957e211,ncloc_identical,bugs,1.0,3.0,2.0,2.0
treatment,ilanbenb/wa_llm,2025-06,exact_match,55fe1d87d42efd981870607efeccbb8430474d88,55fe1d87d42efd981870607efeccbb8430474d88,ncloc_identical,bugs,0.0,2.0,2.0,2.0
treatment,ilanbenb/wa_llm,2025-05,exact_match,8c7e98c7ccee4d5c20edff419c00fff7c76c5810,8c7e98c7ccee4d5c20edff419c00fff7c76c5810,ncloc_identical,bugs,0.0,2.0,2.0,2.0
treatment,appl-team/appl,2024-12,exact_match,515edade420d6c96e9af010cebbc0a1e21c7deae,515edade420d6c96e9af010cebbc0a1e21c7deae,ncloc_identical,bugs,31.0,29.0,-2.0,2.0
treatment,appl-team/appl,2024-06,exact_match,00d77488a29b1be1eeabb7cd945d340079a44045,00d77488a29b1be1eeabb7cd945d340079a44045,ncloc_identical,bugs,17.0,15.0,-2.0,2.0
treatment,yagami1997/CursorMind,2025-03,exact_match,c85ceaa15e0371c4ec4ca426fdd9f2609287efe7,c85ceaa15e0371c4ec4ca426fdd9f2609287efe7,ncloc_identical,bugs,0.0,2.0,2.0,2.0
treatment,ilanbenb/wa_llm,2025-08,exact_match,95b88f091416560b0e21f46bcbbb4ddd6a936241,95b88f091416560b0e21f46bcbbb4ddd6a936241,ncloc_identical,bugs,0.0,2.0,2.0,2.0
treatment,ilanbenb/wa_llm,2025-07,exact_match,07e2f6f91e2b3356e9c7afa7757194aa7666171e,07e2f6f91e2b3356e9c7afa7757194aa7666171e,ncloc_identical,bugs,0.0,2.0,2.0,2.0
treatment,instructor-ai/instructor,2024-09,exact_match,db87832d2b019e276b941c10e2aaf23337c0d653,db87832d2b019e276b941c10e2aaf23337c0d653,ncloc_identical,bugs,14.0,12.0,-2.0,2.0
treatment,instructor-ai/instructor,2024-06,exact_match,d99d18b2b93b165d28fd755cef9141aa142c5b01,d99d18b2b93b165d28fd755cef9141aa142c5b01,ncloc_identical,bugs,15.0,13.0,-2.0,2.0
treatment,instructor-ai/instructor,2024-05,exact_match,081418d59a397b38a1b66fe58a64ef94f9124a6b,081418d59a397b38a1b66fe58a64ef94f9124a6b,ncloc_identical,bugs,15.0,13.0,-2.0,2.0
treatment,instructor-ai/instructor,2024-04,exact_match,ab5b48dc75db0380198483adb96d15c42b8c64a4,ab5b48dc75db0380198483adb96d15c42b8c64a4,ncloc_identical,bugs,15.0,13.0,-2.0,2.0
treatment,appl-team/appl,2024-10,exact_match,2ec04e94ab8bce94db81d01af9a0593256a467df,2ec04e94ab8bce94db81d01af9a0593256a467df,ncloc_identical,bugs,30.0,28.0,-2.0,2.0
treatment,appl-team/appl,2024-11,exact_match,a2050956ab4ae0cc12026cefe3a0dd8aeacd84bf,a2050956ab4ae0cc12026cefe3a0dd8aeacd84bf,ncloc_identical,bugs,30.0,28.0,-2.0,2.0
treatment,appl-team/appl,2024-07,exact_match,3fb1d008a84c9be27334367ba09600cf32018f48,3fb1d008a84c9be27334367ba09600cf32018f48,ncloc_identical,bugs,26.0,24.0,-2.0,2.0
treatment,appl-team/appl,2024-05,exact_match,8ef5e2d5487be1b1db7b0a8297bdb7bf5518a003,8ef5e2d5487be1b1db7b0a8297bdb7bf5518a003,ncloc_identical,bugs,17.0,15.0,-2.0,2.0
treatment,Scrapybara/codecapy,2025-01,exact_match,aaf4eb1efe460f71c8ed50794b33fa19ce54b77e,aaf4eb1efe460f71c8ed50794b33fa19ce54b77e,ncloc_identical,bugs,0.0,2.0,2.0,2.0
treatment,MDGrey33/pyvisionai,2025-06,exact_match,e01328ba91c79b2139aafd17c85cc26f6753fa89,e01328ba91c79b2139aafd17c85cc26f6753fa89,ncloc_identical,bugs,7.0,5.0,-2.0,2.0
treatment,Kiln-AI/Kiln,2024-10,exact_match,8f605e1872b0a323d7bcf48be7e84528eb5d4680,8f605e1872b0a323d7bcf48be7e84528eb5d4680,ncloc_identical,bugs,4.0,6.0,2.0,2.0
treatment,whiteducksoftware/flock,2025-04,exact_match,3ee5df65ccb8ed5d888eec1a75878698a4b5a9b9,3ee5df65ccb8ed5d888eec1a75878698a4b5a9b9,ncloc_identical,bugs,4.0,6.0,2.0,2.0
treatment,SlyyCooper/cursorrules-architect,2025-03,exact_match,1b8ad985d2fd1b380194e94aef663c259e913daf,1b8ad985d2fd1b380194e94aef663c259e913daf,ncloc_identical,bugs,5.0,7.0,2.0,2.0
treatment,SlyyCooper/cursorrules-architect,2025-04,exact_match,d3341bec543e5ba24cacc2caf33383e98c657e2d,d3341bec543e5ba24cacc2caf33383e98c657e2d,ncloc_identical,bugs,5.0,7.0,2.0,2.0
treatment,Anemll/Anemll,2025-04,exact_match,d175746c2ffbabd0a0e4491212c0ef0a501d9848,d175746c2ffbabd0a0e4491212c0ef0a501d9848,ncloc_identical,bugs,6.0,4.0,-2.0,2.0
treatment,Anemll/Anemll,2025-05,exact_match,4bfa0b08183a437e759798f2245bbcba2313521f,4bfa0b08183a437e759798f2245bbcba2313521f,ncloc_identical,bugs,6.0,4.0,-2.0,2.0
