treatment_repo,control_repo,control_rank,matched_period,matching_propensity_score,repo_primary_language,event_month,adoption_month,match_status,month_difference,target_dir,overlap_current_treatment_sample,overlap_full_adopter_population
VRSEN/agency-swarm-memory-demo,ninareyes1/Simple-Digital-Clock,3,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/VRSEN_agency-swarm-memory-demo,False,False
allthingslinux/tux,FolhaSP/mosaico,1,202501,0.1415551021966538,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,False,False
allthingslinux/tux,peter279k/cdc-data-mirror,2,202501,0.1415551021966538,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,False,False
allthingslinux/tux,Simatwa/free-proxies,3,202501,0.1415551021966538,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/allthingslinux_tux,False,False
askjohngeorge/pipecat-lead-qualifier,itsKayWat/MindfulShift-2025,1,202501,0.0707613145179133,Python,2025-01,2025-01,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/askjohngeorge_pipecat-lead-qualifier,False,False
askjohngeorge/pipecat-lead-qualifier,Benzauber/convert-commander,2,202501,0.0707613145179133,Python,2025-01,2025-01,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/askjohngeorge_pipecat-lead-qualifier,False,False
askjohngeorge/pipecat-lead-qualifier,kangtegong/pyftrace,3,202501,0.0707613145179133,Python,2025-01,2025-01,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/askjohngeorge_pipecat-lead-qualifier,False,False
c4fun/tell-stories-webui,MIT-Emerging-Talent/ET6-edXtras,1,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/c4fun_tell-stories-webui,False,False
c4fun/tell-stories-webui,LuneMods/KCD2-Blender-Toolkit,2,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/c4fun_tell-stories-webui,False,False
c4fun/tell-stories-webui,ninareyes1/Simple-Digital-Clock,3,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/c4fun_tell-stories-webui,False,False
cgevans/qslib,ergrelet/unlicense,1,202501,0.0077360428715243,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/cgevans_qslib,False,False
cgevans/qslib,djeada/Kurs-Podstaw-Pythona,2,202501,0.0077360428715243,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/cgevans_qslib,False,False
cgevans/qslib,ruiqini/NTFields,3,202501,0.0077360428715243,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/cgevans_qslib,False,False
discus0434/nook,MIT-Emerging-Talent/ET6-edXtras,1,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/discus0434_nook,False,False
discus0434/nook,LuneMods/KCD2-Blender-Toolkit,2,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/discus0434_nook,False,False
discus0434/nook,ninareyes1/Simple-Digital-Clock,3,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/discus0434_nook,False,False
ericyuegu/hal,MIT-Emerging-Talent/ET6-edXtras,1,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ericyuegu_hal,False,False
ericyuegu/hal,LuneMods/KCD2-Blender-Toolkit,2,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ericyuegu_hal,False,False
ericyuegu/hal,ninareyes1/Simple-Digital-Clock,3,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ericyuegu_hal,False,False
getsentry/sentry,NVIDIA/cuEquivariance,1,202501,0.9999594036424012,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,False,False
getsentry/sentry,aj47/100x-orchestrator,2,202501,0.9999594036424012,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,False,False
getsentry/sentry,golemfoundation/octant,3,202501,0.9999594036424012,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/getsentry_sentry,False,False
grapeot/web_agentic_ai,MIT-Emerging-Talent/ET6-edXtras,1,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/grapeot_web_agentic_ai,False,False
grapeot/web_agentic_ai,LuneMods/KCD2-Blender-Toolkit,2,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/grapeot_web_agentic_ai,False,False
grapeot/web_agentic_ai,ninareyes1/Simple-Digital-Clock,3,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/grapeot_web_agentic_ai,False,False
ilanbenb/wa_llm,MIT-Emerging-Talent/ET6-edXtras,1,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ilanbenb_wa_llm,False,False
ilanbenb/wa_llm,LuneMods/KCD2-Blender-Toolkit,2,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ilanbenb_wa_llm,False,False
ilanbenb/wa_llm,ninareyes1/Simple-Digital-Clock,3,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ilanbenb_wa_llm,False,False
loftwah/auto-jira,MIT-Emerging-Talent/ET6-edXtras,1,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/loftwah_auto-jira,False,False
loftwah/auto-jira,LuneMods/KCD2-Blender-Toolkit,2,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/loftwah_auto-jira,False,False
loftwah/auto-jira,ninareyes1/Simple-Digital-Clock,3,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/loftwah_auto-jira,False,False
lss233/kirara-ai,MIT-Emerging-Talent/ET6-edXtras,1,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/lss233_kirara-ai,False,False
lss233/kirara-ai,LuneMods/KCD2-Blender-Toolkit,2,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/lss233_kirara-ai,False,False
lss233/kirara-ai,ninareyes1/Simple-Digital-Clock,3,202501,0.0752835910159034,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/lss233_kirara-ai,False,False
tsukumijima/KonomiTV,chenjie/PyTorch-CIFAR-10-autoencoder,1,202501,0.0053533527988318,Python,2025-01,2025-01,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tsukumijima_KonomiTV,False,False
tsukumijima/KonomiTV,jfcrenshaw/pzflow,2,202501,0.0053533527988318,Python,2025-01,2025-01,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tsukumijima_KonomiTV,False,False
tsukumijima/KonomiTV,qiboteam/qibojit,3,202501,0.0053533527988318,Python,2025-01,2025-01,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tsukumijima_KonomiTV,False,False
tw-haiven/haiven,IBM/mt-rag-benchmark,1,202501,0.0699386914637578,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tw-haiven_haiven,False,False
tw-haiven/haiven,ArpiarSaundersLab/annsql,2,202501,0.0699386914637578,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tw-haiven_haiven,False,False
tw-haiven/haiven,evermoving/SystemCaptioner,3,202501,0.0699386914637578,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/tw-haiven_haiven,False,False
wdm0006/elote,snowzjx/ns3-load-balance,1,202501,0.0006191621312391,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_elote,False,False
wdm0006/elote,jyjblrd/SelfDrivingCar,2,202501,0.0006191621312391,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_elote,False,False
wdm0006/elote,tranceitionalMynd/spy-reaper,3,202501,0.0006191621312391,Python,2025-02,2025-02,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/wdm0006_elote,False,False
Aronnaxx/Behold-Urwar-Droid-Concepts,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Aronnaxx_Behold-Urwar-Droid-Concepts,False,False
Aronnaxx/Behold-Urwar-Droid-Concepts,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Aronnaxx_Behold-Urwar-Droid-Concepts,False,False
Aronnaxx/Behold-Urwar-Droid-Concepts,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Aronnaxx_Behold-Urwar-Droid-Concepts,False,False
Chocksy/qc-options-framework,Jieqianyu/SGN,1,202502,0.0440556076087437,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Chocksy_qc-options-framework,False,False
Chocksy/qc-options-framework,Retmon403/cs2_cheats_for_python,2,202502,0.0440556076087437,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Chocksy_qc-options-framework,False,False
Chocksy/qc-options-framework,Wang-ML-Lab/unified-continual-learning,3,202502,0.0440556076087437,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Chocksy_qc-options-framework,False,False
DataDog/integrations-core,microsoft/semantic-link-labs,1,202502,0.8696427878020649,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/DataDog_integrations-core,False,False
DataDog/integrations-core,lancedb/lancedb,2,202502,0.8696427878020649,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/DataDog_integrations-core,False,False
DataDog/integrations-core,pieces-app/cli-agent,3,202502,0.8696427878020649,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/DataDog_integrations-core,False,False
DataScienceUIBK/Rankify,aio-libs/aiohttp,1,202502,0.2197159489461368,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/DataScienceUIBK_Rankify,False,False
DataScienceUIBK/Rankify,plurai-ai/intellagent,2,202502,0.2197159489461368,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/DataScienceUIBK_Rankify,False,False
DataScienceUIBK/Rankify,pieces-app/cli-agent,3,202502,0.2197159489461368,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/DataScienceUIBK_Rankify,False,False
LearningCircuit/local-deep-research,EURAC-EEBgroup/brick-llm,1,202502,0.1374168415260137,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/LearningCircuit_local-deep-research,False,False
LearningCircuit/local-deep-research,dromara/domain-admin,2,202502,0.1374168415260137,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/LearningCircuit_local-deep-research,False,False
LearningCircuit/local-deep-research,ITSpecialist111/ai_automation_suggester,3,202502,0.1374168415260137,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/LearningCircuit_local-deep-research,False,False
Mineru98/mysql-mcp-server,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Mineru98_mysql-mcp-server,False,False
Mineru98/mysql-mcp-server,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Mineru98_mysql-mcp-server,False,False
Mineru98/mysql-mcp-server,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Mineru98_mysql-mcp-server,False,False
Multi-V-VM/MVVM,4mritGiri/NumberTracker,1,202502,0.0291201158028471,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Multi-V-VM_MVVM,False,False
Multi-V-VM/MVVM,chrisyy2003/nonebot-plugin-gpt3,2,202502,0.0291201158028471,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Multi-V-VM_MVVM,False,False
Multi-V-VM/MVVM,yoongi43/music_audio_enhancement_conformer,3,202502,0.0291201158028471,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/Multi-V-VM_MVVM,False,False
OpenSPP/openspp-modules,GispoCoding/qgis-venv-creator,1,202502,0.0474682560517724,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/OpenSPP_openspp-modules,False,False
OpenSPP/openspp-modules,davidhandsome86/LLM_RAG,2,202502,0.0474682560517724,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/OpenSPP_openspp-modules,False,False
OpenSPP/openspp-modules,omkarcloud/amazon-scraper,3,202502,0.0474682560517724,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/OpenSPP_openspp-modules,False,False
ResearchHub/researchhub-backend,jinli99/iShapEditing,1,202502,0.0664741298855285,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ResearchHub_researchhub-backend,False,False
ResearchHub/researchhub-backend,slopp/30_days_of_dagster,2,202502,0.0664741298855285,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ResearchHub_researchhub-backend,False,False
ResearchHub/researchhub-backend,PiotrMachowski/Home-Assistant-custom-components-TGE,3,202502,0.0664741298855285,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ResearchHub_researchhub-backend,False,False
TextGeneratorio/text-generator.io,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,1,202502,0.0351877618716843,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,False,False
TextGeneratorio/text-generator.io,weaviate/t2v-transformers-models,2,202502,0.0351877618716843,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,False,False
TextGeneratorio/text-generator.io,saucer-man/qq_msg_decode,3,202502,0.0351877618716843,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/TextGeneratorio_text-generator.io,False,False
The-Pocket/Tutorial-AI-Paul-Graham,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-AI-Paul-Graham,False,False
The-Pocket/Tutorial-AI-Paul-Graham,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-AI-Paul-Graham,False,False
The-Pocket/Tutorial-AI-Paul-Graham,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-AI-Paul-Graham,False,False
The-Pocket/Tutorial-Cold-Email-Personalization,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-Cold-Email-Personalization,False,False
The-Pocket/Tutorial-Cold-Email-Personalization,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-Cold-Email-Personalization,False,False
The-Pocket/Tutorial-Cold-Email-Personalization,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-Cold-Email-Personalization,False,False
The-Pocket/Tutorial-Cursor,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-Cursor,False,False
The-Pocket/Tutorial-Cursor,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-Cursor,False,False
The-Pocket/Tutorial-Cursor,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/The-Pocket_Tutorial-Cursor,False,False
airweave-ai/airweave,bropines/chrome-lens-py,1,202502,0.1527615955813173,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/airweave-ai_airweave,False,False
airweave-ai/airweave,dromara/domain-admin,2,202502,0.1527615955813173,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/airweave-ai_airweave,False,False
airweave-ai/airweave,dymmond/edgy,3,202502,0.1527615955813173,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/airweave-ai_airweave,False,False
cohnen/mcp-google-ads,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/cohnen_mcp-google-ads,False,False
cohnen/mcp-google-ads,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/cohnen_mcp-google-ads,False,False
cohnen/mcp-google-ads,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/cohnen_mcp-google-ads,False,False
ericzakariasson/uber-eats-mcp-server,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ericzakariasson_uber-eats-mcp-server,False,False
ericzakariasson/uber-eats-mcp-server,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ericzakariasson_uber-eats-mcp-server,False,False
ericzakariasson/uber-eats-mcp-server,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ericzakariasson_uber-eats-mcp-server,False,False
ethyca/fides,microsoft/semantic-link-labs,1,202502,0.7723302073434133,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ethyca_fides,False,False
ethyca/fides,lancedb/lancedb,2,202502,0.7723302073434133,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ethyca_fides,False,False
ethyca/fides,pieces-app/cli-agent,3,202502,0.7723302073434133,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ethyca_fides,False,False
ezyang/codemcp,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ezyang_codemcp,False,False
ezyang/codemcp,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ezyang_codemcp,False,False
ezyang/codemcp,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/ezyang_codemcp,False,False
hyperb1iss/droidmind,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/hyperb1iss_droidmind,False,False
hyperb1iss/droidmind,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/hyperb1iss_droidmind,False,False
hyperb1iss/droidmind,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/hyperb1iss_droidmind,False,False
instructor-ai/instructor,microsoft/semantic-link-labs,1,202502,0.4183156474613055,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/instructor-ai_instructor,False,False
instructor-ai/instructor,lancedb/lancedb,2,202502,0.4183156474613055,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/instructor-ai_instructor,False,False
instructor-ai/instructor,pieces-app/cli-agent,3,202502,0.4183156474613055,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/instructor-ai_instructor,False,False
jmurth1234/ClaudePlayer,NiceRingNode/LGGPT,1,202502,0.0757653971227673,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/jmurth1234_ClaudePlayer,False,False
jmurth1234/ClaudePlayer,taylorwilsdon/open-webui-tools,2,202502,0.0757653971227673,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/jmurth1234_ClaudePlayer,False,False
jmurth1234/ClaudePlayer,BiancoChiu/iOSRealRun-cli-18,3,202502,0.0757653971227673,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/jmurth1234_ClaudePlayer,False,False
keephq/keep,microsoft/semantic-link-labs,1,202502,0.9953669167411228,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/keephq_keep,False,False
keephq/keep,lancedb/lancedb,2,202502,0.9953669167411228,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/keephq_keep,False,False
keephq/keep,pieces-app/cli-agent,3,202502,0.9953669167411228,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/keephq_keep,False,False
leettools-dev/leettools,popey/sbommage,1,202502,0.0843488000724296,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/leettools-dev_leettools,False,False
leettools-dev/leettools,zhipeixu/FakeShield,2,202502,0.0843488000724296,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/leettools-dev_leettools,False,False
leettools-dev/leettools,Hack-a-Day/2024-Supercon-8-Add-On-Badge,3,202502,0.0843488000724296,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/leettools-dev_leettools,False,False
osomai/servicenow-mcp,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/osomai_servicenow-mcp,False,False
osomai/servicenow-mcp,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/osomai_servicenow-mcp,False,False
osomai/servicenow-mcp,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/osomai_servicenow-mcp,False,False
panther-labs/panther-analysis,harvard-edge/QuaRL,1,202502,0.0105936344809447,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/panther-labs_panther-analysis,False,False
panther-labs/panther-analysis,thegreenwebfoundation/admin-portal,2,202502,0.0105936344809447,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/panther-labs_panther-analysis,False,False
panther-labs/panther-analysis,jgwak/GSDN,3,202502,0.0105936344809447,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/panther-labs_panther-analysis,False,False
samuelgursky/davinci-resolve-mcp,aws/nova-act,1,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/samuelgursky_davinci-resolve-mcp,False,False
samuelgursky/davinci-resolve-mcp,cyb3rfortr3ss/ByDeF,2,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/samuelgursky_davinci-resolve-mcp,False,False
samuelgursky/davinci-resolve-mcp,vonssy/DreamerQuests-BOT,3,202502,0.0740099640284197,Python,2025-03,2025-03,matched,0,/home/user1-system12/project-workspace/ai_code_complexity_study_python/treatment-repos/samuelgursky_davinci-resolve-mcp,False,False
