dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,detection_complete,detector_merge_status,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,commits,lines_added,age,ncloc_paper,ncloc_python_snapshot,contributors,stars,issues,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc,log1p_commits,log1p_lines_added,log1p_age,log1p_contributors,log1p_stars,log1p_issues,analysis_ready_paper_ncloc,analysis_ready_python_snapshot_ncloc,analysis_ready_ratio_paper_ncloc,analysis_ready_ratio_python_snapshot_ncloc,treat,unit_id,calendar_time,function_change_events,agc_function_change_events,hwc_function_change_events,has_function_change_event,zero_function_event_month,agc_function_change_event_ratio,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_band,ast_sequence_token_specification,ast_sequence_token_band_set,ast_sequence_token_band_width,analysis_design_status
control,OSU-NLP-Group/HippoRAG,2025-03,11,10,9,34,12,,0,0,,0,9.0,9.0,True,both,control,control,0,0,15,963,281.0,2883.0,3564,7,409.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.772588722239781,6.871091294610546,5.641907070938114,2.079441541679836,6.016157159698353,3.8918202981106265,1,1,1,1,0,OSU-NLP-Group/HippoRAG,2025-03,1,0,1,1,0,0.0,0.6931471805599453,0.0,0.6931471805599453,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,OSU-NLP-Group/HippoRAG,2025-04,8,8,7,36,14,,0,0,,0,7.0,7.0,True,both,control,control,0,0,13,3451,312.0,3991.0,4879,5,157.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.6390573296152584,8.146709052203319,5.746203190540153,1.791759469228055,5.062595033026967,3.4657359027997265,1,1,0,0,0,OSU-NLP-Group/HippoRAG,2025-04,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,OSU-NLP-Group/HippoRAG,2025-05,1,0,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,1,1,342.0,4062.0,4879,1,83.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0.6931471805599453,5.83773044716594,0.6931471805599453,4.430816798843313,1.9459101490553128,1,1,0,0,0,OSU-NLP-Group/HippoRAG,2025-05,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,OSU-NLP-Group/HippoRAG,2025-06,3,2,2,16,6,,0,0,,0,2.0,2.0,True,both,control,control,0,0,4,555,373.0,4274.0,5099,3,78.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6094379124341005,6.320768294250582,5.924255797414531,1.3862943611198906,4.3694478524670215,2.079441541679836,1,1,0,0,0,OSU-NLP-Group/HippoRAG,2025-06,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,OSU-NLP-Group/HippoRAG,2025-07,1,1,1,9,1,,0,0,,0,1.0,1.0,True,both,control,control,0,0,1,176,403.0,4396.0,5224,1,71.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471805599453,5.176149732573829,6.00141487796115,0.6931471805599453,4.276666119016055,2.302585092994045,1,1,1,1,0,OSU-NLP-Group/HippoRAG,2025-07,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,OSU-NLP-Group/HippoRAG,2025-08,17,17,16,30,10,,0,0,,0,16.0,16.0,True,both,control,control,0,0,17,592,434.0,4703.0,5608,2,71.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.8903717578961645,6.385194398997725,6.075346031088684,1.0986122886681096,4.276666119016055,1.3862943611198906,1,1,0,0,0,OSU-NLP-Group/HippoRAG,2025-08,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2024-01,41,24,20,149,24,,0,0,,0,20.0,20.0,True,both,control,control,0,0,41,4559,305.0,20338.0,22287,12,5.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.737669618283368,8.425077902508432,5.723585101952381,2.5649493574615367,1.791759469228055,3.295836866004329,1,1,1,1,0,PennyLaneAI/catalyst,2024-01,16,4,12,1,0,0.25,2.833213344056216,1.6094379124341003,2.5649493574615367,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2024-02,50,35,29,645,46,,0,0,,0,29.0,29.0,True,both,control,control,0,0,50,12282,336.0,23118.0,25712,11,10.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.9318256327243257,9.415971471539097,5.820082930352362,2.4849066497880004,2.3978952727983707,3.218875824868201,1,1,1,1,0,PennyLaneAI/catalyst,2024-02,81,9,72,1,0,0.1111111111111111,4.406719247264253,2.3025850929940455,4.290459441148391,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2024-03,32,23,22,273,36,,0,0,,0,22.0,22.0,True,both,control,control,0,0,32,8011,365.0,24939.0,27792,8,3.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.49650756146648,8.988695696785708,5.902633333401366,2.197224577336219,1.3862943611198906,2.70805020110221,1,1,1,1,0,PennyLaneAI/catalyst,2024-03,24,8,16,1,0,0.3333333333333333,3.2188758248682006,2.197224577336219,2.833213344056216,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2024-04,51,29,24,349,43,,0,0,,0,24.0,24.0,True,both,control,control,0,0,51,6796,396.0,25689.0,28770,12,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.951243718581427,8.824236617346639,5.98393628068719,2.5649493574615367,1.791759469228055,1.6094379124341005,1,1,1,1,0,PennyLaneAI/catalyst,2024-04,33,10,23,1,0,0.30303030303030304,3.526360524616161,2.3978952727983707,3.1780538303479453,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2024-05,43,33,29,358,58,,0,0,,0,29.0,29.0,True,both,control,control,0,0,43,6133,426.0,26755.0,30327,10,3.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.784189633918261,8.721602344674196,6.056784013228624,2.3978952727983707,1.3862943611198906,3.1780538303479453,1,1,1,1,0,PennyLaneAI/catalyst,2024-05,33,8,25,1,0,0.24242424242424243,3.526360524616161,2.197224577336219,3.2580965380214817,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2024-06,50,36,34,1170,44,,0,0,,0,34.0,34.0,True,both,control,control,0,0,50,15200,457.0,32369.0,36756,15,2.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.9318256327243257,9.62911649414402,6.1268691841141845,2.772588722239781,1.0986122886681096,3.912023005428146,1,1,1,1,0,PennyLaneAI/catalyst,2024-06,101,22,79,1,0,0.21782178217821782,4.624972813284271,3.1354942159291497,4.382026634673881,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2024-07,52,37,29,392,56,,0,0,,0,29.0,29.0,True,both,control,control,0,0,52,7318,487.0,34112.0,38382,15,9.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.9702919135521215,8.898228985601227,6.190315405853147,2.772588722239781,2.302585092994045,3.737669618283368,1,1,1,1,0,PennyLaneAI/catalyst,2024-07,43,9,34,1,0,0.20930232558139536,3.784189633918261,2.3025850929940455,3.5553480614894135,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2024-08,84,51,24,464,52,,0,0,,0,24.0,24.0,True,both,control,control,0,0,84,12218,518.0,36224.0,40995,17,11.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.442651256490317,9.410747396316522,6.251903883165888,2.8903717578961645,2.4849066497880004,3.526360524616161,1,1,1,1,0,PennyLaneAI/catalyst,2024-08,38,7,31,1,0,0.18421052631578946,3.6635616461296463,2.0794415416798357,3.4657359027997265,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2024-09,78,70,45,445,60,,0,0,,0,45.0,45.0,True,both,control,control,0,0,78,10408,549.0,37949.0,43313,15,5.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.3694478524670215,9.250426095515468,6.309918278226516,2.772588722239781,1.791759469228055,3.610917912644224,1,1,1,1,0,PennyLaneAI/catalyst,2024-09,42,9,33,1,0,0.21428571428571427,3.7612001156935624,2.3025850929940455,3.526360524616161,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2024-10,63,49,27,261,52,,0,0,,0,27.0,27.0,True,both,control,control,0,0,63,7716,579.0,38400.0,43872,12,8.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.158883083359672,8.951180966457603,6.363028103540465,2.5649493574615367,2.197224577336219,2.772588722239781,1,1,1,1,0,PennyLaneAI/catalyst,2024-10,10,3,7,1,0,0.3,2.3978952727983707,1.3862943611198906,2.0794415416798357,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2024-11,67,48,25,319,35,,0,0,,0,25.0,25.0,True,both,control,control,0,0,67,6427,610.0,39016.0,44622,15,6.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.219507705176107,8.768418726857403,6.415096959171595,2.772588722239781,1.9459101490553128,2.8903717578961645,1,1,1,1,0,PennyLaneAI/catalyst,2024-11,27,11,16,1,0,0.4074074074074074,3.332204510175204,2.4849066497880004,2.833213344056216,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2024-12,70,46,19,274,38,,0,0,,0,19.0,19.0,True,both,control,control,0,0,70,11050,640.0,40016.0,45919,11,7.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.262679877041316,9.31027620058878,6.46302945692067,2.4849066497880004,2.079441541679836,1.791759469228055,1,1,1,1,0,PennyLaneAI/catalyst,2024-12,32,11,21,1,0,0.34375,3.4965075614664802,2.4849066497880004,3.0910424533583156,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2025-01,65,46,15,112,28,,0,0,,0,15.0,15.0,True,both,control,control,0,0,65,2950,671.0,39677.0,45615,14,2.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.189654742026425,7.989899374942939,6.51025834052315,2.70805020110221,1.0986122886681096,2.70805020110221,1,1,1,1,0,PennyLaneAI/catalyst,2025-01,8,3,5,1,0,0.375,2.197224577336219,1.3862943611198906,1.791759469228055,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2025-02,56,41,16,140,26,,0,0,,0,16.0,16.0,True,both,control,control,0,0,56,8530,702.0,40151.0,46149,10,3.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.04305126783455,9.051461866908694,6.555356891810665,2.3978952727983707,1.3862943611198906,2.995732273553991,1,1,1,1,0,PennyLaneAI/catalyst,2025-02,10,4,6,1,0,0.4,2.3978952727983707,1.6094379124341003,1.9459101490553132,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2025-03,52,45,19,253,23,,0,0,,0,19.0,19.0,True,both,control,control,0,0,52,7481,730.0,41010.0,47296,12,3.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.9702919135521215,8.920255414908091,6.594413459749778,2.5649493574615367,1.3862943611198906,1.9459101490553128,1,1,1,1,0,PennyLaneAI/catalyst,2025-03,20,11,9,1,0,0.55,3.044522437723423,2.4849066497880004,2.3025850929940455,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2025-04,66,50,20,553,53,,0,0,,0,20.0,20.0,True,both,control,control,0,0,66,6365,761.0,42048.0,48486,15,3.0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.204692619390966,8.758726607842037,6.635946555686646,2.772588722239781,1.3862943611198906,3.784189633918261,1,1,1,1,0,PennyLaneAI/catalyst,2025-04,30,2,28,1,0,0.06666666666666667,3.4339872044851463,1.0986122886681096,3.3672958299864737,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2025-05,72,58,28,249,47,,0,0,,0,28.0,28.0,True,both,control,control,0,0,72,8670,791.0,43141.0,49939,12,4.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.290459441148391,9.06773940337716,6.674561391814426,2.5649493574615367,1.6094379124341005,3.1354942159291497,1,1,1,1,0,PennyLaneAI/catalyst,2025-05,18,3,15,1,0,0.16666666666666666,2.9444389791664403,1.3862943611198906,2.772588722239781,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2025-06,54,48,22,284,37,,0,0,,0,22.0,22.0,True,both,control,control,0,0,54,7297,822.0,44274.0,51535,9,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.007333185232471,8.895355616996392,6.71295620067707,2.302585092994045,0.6931471805599453,1.9459101490553128,1,1,1,1,0,PennyLaneAI/catalyst,2025-06,37,4,33,1,0,0.10810810810810811,3.6375861597263857,1.6094379124341003,3.526360524616161,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2025-07,83,59,26,428,66,,0,0,,0,26.0,26.0,True,both,control,control,0,0,83,6825,852.0,45560.0,53193,14,4.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.430816798843313,8.828494129466652,6.748759547491679,2.70805020110221,1.6094379124341005,3.1780538303479453,1,1,1,1,0,PennyLaneAI/catalyst,2025-07,25,3,22,1,0,0.12,3.2580965380214817,1.3862943611198906,3.1354942159291497,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PennyLaneAI/catalyst,2025-08,60,49,26,595,63,,0,0,,0,26.0,26.0,True,both,control,control,0,0,60,9744,883.0,46368.0,54020,17,6.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.110873864173311,9.18450961194166,6.784457062637643,2.8903717578961645,1.9459101490553128,1.791759469228055,1,1,1,1,0,PennyLaneAI/catalyst,2025-08,50,5,45,1,0,0.1,3.9318256327243257,1.791759469228055,3.828641396489095,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PhilNad/robot-arm-kinematic-calibration,2024-07,5,3,2,25,3,,0,0,,0,2.0,2.0,True,both,control,control,0,0,5,1273,0.0,374.0,552,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,7.149916836132109,0.0,1.0986122886681096,0.0,0.0,1,1,1,1,0,PhilNad/robot-arm-kinematic-calibration,2024-07,2,2,0,1,0,1.0,1.0986122886681096,1.0986122886681096,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PhilNad/robot-arm-kinematic-calibration,2024-08,2,1,1,18,1,,0,0,,0,1.0,1.0,True,both,control,control,0,0,2,169,0.0,386.0,584,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0986122886681096,5.135798437050261,0.0,0.6931471805599453,0.6931471805599453,0.0,1,1,1,1,0,PhilNad/robot-arm-kinematic-calibration,2024-08,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PhilNad/robot-arm-kinematic-calibration,2025-01,1,1,0,0,0,,0,0,,0,,,True,left_only,control,control,0,0,1,10,122.0,384.0,582,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,2.3978952727983707,4.812184355372417,0.6931471805599453,0.0,0.6931471805599453,1,1,0,0,0,PhilNad/robot-arm-kinematic-calibration,2025-01,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
control,PhilNad/robot-arm-kinematic-calibration,2025-03,4,3,2,23,2,,0,0,,0,2.0,2.0,True,both,control,control,0,0,4,1454,181.0,567.0,779,1,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6094379124341005,7.282761179605592,5.204006687076795,0.6931471805599453,2.197224577336219,0.0,1,1,1,1,0,PhilNad/robot-arm-kinematic-calibration,2025-03,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
