dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,detection_complete,detector_merge_status,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,commits,lines_added,age,ncloc_paper,ncloc_python_snapshot,contributors,stars,issues,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc,log1p_commits,log1p_lines_added,log1p_age,log1p_contributors,log1p_stars,log1p_issues,analysis_ready_paper_ncloc,analysis_ready_python_snapshot_ncloc,analysis_ready_ratio_paper_ncloc,analysis_ready_ratio_python_snapshot_ncloc,treat,unit_id,calendar_time,function_change_events,agc_function_change_events,hwc_function_change_events,has_function_change_event,zero_function_event_month,agc_function_change_event_ratio,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events,ast_sequence_token_lower_bound_inclusive,ast_sequence_token_upper_bound_exclusive,ast_sequence_token_band,ast_sequence_token_specification,ast_sequence_token_band_set,ast_sequence_token_band_width,analysis_design_status
treatment,ethyca/fides,2025-01,52,20,18,320,86,-2.0,0,0,2025-03,0,18.0,18.0,True,both,treatment,pre,0,0,52,14877,1156.0,290017.0,181517,15,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3.9702919135521215,9.607638890751286,7.053585727193676,2.772588722239781,1.791759469228055,0.0,1,1,1,1,1,ethyca/fides,2025-01,18,7,11,1,0,0.3888888888888889,2.9444389791664403,2.0794415416798357,2.4849066497880004,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ethyca/fides,2025-02,84,35,32,483,108,-1.0,0,0,2025-03,0,32.0,32.0,True,both,treatment,pre,0,0,84,32694,1187.0,306387.0,185877,17,3.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4.442651256490317,10.394977439995376,7.08002649992259,2.8903717578961645,1.3862943611198906,0.0,1,1,1,1,1,ethyca/fides,2025-02,27,17,10,1,0,0.6296296296296297,3.332204510175204,2.8903717578961645,2.3978952727983707,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ethyca/fides,2025-03,114,42,39,472,110,0.0,1,1,2025-03,1,39.0,39.0,True,both,treatment,event,0,0,114,34633,1215.0,318465.0,191597,17,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4.74493212836325,10.452591137512096,7.103322062526112,2.8903717578961645,1.3862943611198906,0.0,1,1,1,1,1,ethyca/fides,2025-03,37,20,17,1,0,0.5405405405405406,3.6375861597263857,3.044522437723423,2.8903717578961645,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ethyca/fides,2025-04,112,36,32,522,133,1.0,1,1,2025-03,0,32.0,32.0,True,both,treatment,post,0,0,112,19441,1246.0,318483.0,196162,19,6.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4.727387818712341,9.875190953381011,7.1284959456800365,2.995732273553991,1.9459101490553128,0.0,1,1,1,1,1,ethyca/fides,2025-04,26,7,19,1,0,0.2692307692307692,3.295836866004329,2.0794415416798357,2.995732273553991,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ethyca/fides,2025-05,57,14,12,194,35,2.0,1,1,2025-03,0,12.0,12.0,True,both,treatment,post,0,0,57,11737,1276.0,334106.0,197331,17,3.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.060443010546419,9.37058672111828,7.152268856032539,2.8903717578961645,1.3862943611198906,0.6931471805599453,1,1,1,1,1,ethyca/fides,2025-05,19,12,7,1,0,0.631578947368421,2.995732273553991,2.5649493574615367,2.0794415416798357,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ethyca/fides,2025-06,76,27,25,1118,139,3.0,1,1,2025-03,1,25.0,25.0,True,both,treatment,post,0,0,76,38728,1307.0,344290.0,211470,17,7.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.343805421853684,10.564343952397511,7.176254532017143,2.8903717578961645,2.079441541679836,0.0,1,1,1,1,1,ethyca/fides,2025-06,70,15,55,1,0,0.21428571428571427,4.2626798770413155,2.772588722239781,4.025351690735149,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ethyca/fides,2025-07,115,35,34,888,158,4.0,1,1,2025-03,0,34.0,34.0,True,both,treatment,post,0,0,115,43018,1337.0,366153.0,224511,15,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4.7535901911063645,10.669397157549229,7.198931240688173,2.772588722239781,0.6931471805599453,0.0,1,1,1,1,1,ethyca/fides,2025-07,55,14,41,1,0,0.2545454545454545,4.025351690735149,2.70805020110221,3.737669618283368,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ethyca/fides,2025-08,81,40,39,1056,126,5.0,1,1,2025-03,0,39.0,39.0,True,both,treatment,post,0,0,81,43108,1368.0,388512.0,241839,18,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4.406719247264253,10.671487070998,7.221835825288449,2.9444389791664403,1.0986122886681096,0.0,1,1,1,1,1,ethyca/fides,2025-08,85,35,50,1,0,0.4117647058823529,4.454347296253507,3.58351893845611,3.9318256327243257,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ezyang/codemcp,2025-03,976,854,688,720,123,0.0,1,1,2025-03,1,688.0,688.0,True,both,treatment,event,10,1,1019,43044,0.0,8341.0,9372,8,863.0,66.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.927557906278317,10.670001359092057,0.0,2.197224577336219,6.761572768804055,4.204692619390966,1,1,1,1,1,ezyang/codemcp,2025-03,60,16,44,1,0,0.26666666666666666,4.110873864173311,2.833213344056216,3.8066624897703196,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ezyang/codemcp,2025-04,34,27,24,35,12,1.0,1,1,2025-03,0,24.0,24.0,True,both,treatment,post,0,0,34,1830,21.0,8912.0,10004,3,216.0,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3.555348061489413,7.5126175446745105,3.091042453358316,1.3862943611198906,5.37989735354046,2.4849066497880004,1,1,0,0,1,ezyang/codemcp,2025-04,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ezyang/codemcp,2025-05,30,22,21,87,22,2.0,1,1,2025-03,0,21.0,21.0,True,both,treatment,post,0,0,30,2783,51.0,8818.0,10017,2,146.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3.4339872044851463,7.93164402145431,3.951243718581427,1.0986122886681096,4.990432586778736,1.791759469228055,1,1,1,1,1,ezyang/codemcp,2025-05,10,0,10,1,0,0.0,2.3978952727983707,0.0,2.3978952727983707,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ezyang/codemcp,2025-06,5,3,3,4,4,3.0,1,1,2025-03,0,3.0,3.0,True,both,treatment,post,0,0,5,444,82.0,8856.0,10063,1,57.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.791759469228055,6.09807428216624,4.418840607796597,0.6931471805599453,4.060443010546419,0.6931471805599453,1,1,0,0,1,ezyang/codemcp,2025-06,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,gerred/mcp-server-replicate,2025-01,23,6,5,147,14,0.0,1,1,2025-01,1,5.0,5.0,True,both,treatment,event,2,1,25,8751,0.0,2718.0,3335,4,8.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.2580965380214817,9.077037524661762,0.0,1.6094379124341005,2.197224577336219,0.0,1,1,1,1,1,gerred/mcp-server-replicate,2025-01,11,2,9,1,0,0.18181818181818182,2.4849066497880004,1.0986122886681096,2.3025850929940455,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,gerred/mcp-server-replicate,2025-02,0,0,0,0,0,1.0,1,1,2025-01,0,,,True,left_only,treatment,post,0,0,1,2,26.0,2718.0,3335,1,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453,1.0986122886681096,3.295836866004329,0.6931471805599453,0.6931471805599453,0.0,1,1,0,0,1,gerred/mcp-server-replicate,2025-02,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2024-01,1357,763,625,3215,884,-13.0,0,0,2025-02,0,625.0,625.0,True,both,treatment,pre,0,0,1359,123889,3286.0,1349397.0,755230,94,293.0,737.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.215239978730097,11.727149354109784,8.097730573664219,4.553876891600541,5.683579767338681,6.6039438246004725,1,1,1,1,1,getsentry/sentry,2024-01,181,63,118,1,0,0.34806629834254144,5.204006687076795,4.1588830833596715,4.77912349311153,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2024-02,1233,720,618,6620,1454,-12.0,0,0,2025-02,0,618.0,618.0,True,both,treatment,pre,0,0,1235,106935,3317.0,1382944.0,773969,92,276.0,614.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.119635638017636,11.579985803651308,8.10711747075039,4.532599493153255,5.6240175061873385,6.421622267806518,1,1,1,1,1,getsentry/sentry,2024-02,718,384,334,1,0,0.5348189415041783,6.577861357721046,5.953243334287784,5.814130531825066,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2024-03,1353,729,608,3083,835,-11.0,0,0,2025-02,0,608.0,608.0,True,both,treatment,pre,0,0,1354,85346,3346.0,1388532.0,760597,106,307.0,558.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.211556733313801,11.354480578219947,8.115819701211326,4.672828834461906,5.730099782973574,6.326149473155099,1,1,1,1,1,getsentry/sentry,2024-03,181,90,91,1,0,0.4972375690607735,5.204006687076795,4.51085950651685,4.5217885770490405,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2024-04,1439,774,685,3782,1072,-10.0,0,0,2025-02,0,685.0,685.0,True,both,treatment,pre,0,0,1442,120583,3377.0,1428367.0,778050,103,316.0,654.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.27447955877387,11.700101884490364,8.125039097367745,4.6443908991413725,5.75890177387728,6.484635235635252,1,1,1,1,1,getsentry/sentry,2024-04,190,81,109,1,0,0.4263157894736842,5.25227342804663,4.406719247264253,4.700480365792416,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2024-05,1385,727,642,4845,1393,-9.0,0,0,2025-02,0,642.0,642.0,True,both,treatment,pre,0,0,1386,105068,3407.0,1455256.0,794218,108,307.0,552.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.234898420314831,11.56237255617298,8.133880887949205,4.691347882229144,5.730099782973574,6.315358001522335,1,1,1,1,1,getsentry/sentry,2024-05,240,105,135,1,0,0.4375,5.484796933490655,4.663439094112067,4.9126548857360515,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2024-06,1229,654,591,3921,936,-8.0,0,0,2025-02,0,591.0,591.0,True,both,treatment,pre,0,0,1231,90487,3438.0,1483303.0,810636,103,279.0,565.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.116394144093465,11.412972524211217,8.142936010432265,4.6443908991413725,5.634789603169249,6.338594078203183,1,1,1,1,1,getsentry/sentry,2024-06,222,87,135,1,0,0.3918918918918919,5.407171771460119,4.477336814478206,4.9126548857360515,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2024-07,1333,744,671,3991,1019,-7.0,0,0,2025-02,0,671.0,671.0,True,both,treatment,pre,0,0,1335,109735,3468.0,1523120.0,825877,102,324.0,682.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.197435354096591,11.605832760158243,8.15162164696975,4.634728988229636,5.783825182329737,6.52649485957079,1,1,1,1,1,getsentry/sentry,2024-07,233,93,140,1,0,0.39914163090128757,5.455321115357701,4.543294782270004,4.948759890378168,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2024-08,1010,446,417,2759,720,-6.0,0,0,2025-02,0,417.0,417.0,True,both,treatment,pre,0,0,1011,1371750,3499.0,1550545.0,835853,102,714.0,414.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.91968384984741,14.131598583916764,8.160518247477505,4.634728988229636,6.572282542694008,6.028278520230698,1,1,1,1,1,getsentry/sentry,2024-08,115,64,51,1,0,0.5565217391304348,4.7535901911063645,4.174387269895637,3.951243718581427,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2024-09,1076,515,420,2043,624,-5.0,0,0,2025-02,0,420.0,420.0,True,both,treatment,pre,0,0,1077,106524,3530.0,1578069.0,843700,93,298.0,685.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6.982862751468942,11.576134978368112,8.169336395928386,4.543294782270004,5.700443573390686,6.530877627725885,1,1,1,1,1,getsentry/sentry,2024-09,107,54,53,1,0,0.5046728971962616,4.68213122712422,4.007333185232471,3.988984046564274,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2024-10,1241,549,486,3121,809,-4.0,0,0,2025-02,0,486.0,486.0,True,both,treatment,pre,0,0,1242,109969,3560.0,1607265.0,857725,97,420.0,684.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,7.125283091510711,11.60796288030498,8.177796683277778,4.584967478670571,6.042632833682381,6.529418838262225,1,1,1,1,1,getsentry/sentry,2024-10,171,63,108,1,0,0.3684210526315789,5.147494476813453,4.1588830833596715,4.6913478822291435,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2024-11,1027,458,388,2132,565,-3.0,0,0,2025-02,0,388.0,388.0,True,both,treatment,pre,0,0,1029,125272,3591.0,1626387.0,870367,91,297.0,411.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6.937314081223681,11.738250634823215,8.18646442942209,4.5217885770490405,5.697093486505405,6.021023349349526,1,1,1,1,1,getsentry/sentry,2024-11,147,70,77,1,0,0.47619047619047616,4.997212273764115,4.2626798770413155,4.356708826689592,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2024-12,908,426,368,2304,649,-2.0,0,0,2025-02,0,368.0,368.0,True,both,treatment,pre,0,0,911,66669,3621.0,1644542.0,876435,95,257.0,1120.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.815639990074331,11.107510355612105,8.194781638443358,4.564348191467836,5.552959584921617,7.02197642307216,1,1,1,1,1,getsentry/sentry,2024-12,123,48,75,1,0,0.3902439024390244,4.820281565605037,3.8918202981106265,4.330733340286331,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2025-01,1406,588,506,3222,792,-1.0,0,0,2025-02,0,506.0,506.0,True,both,treatment,pre,0,0,1408,115313,3652.0,1670416.0,889765,105,246.0,382.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.25063551189868,11.65541412126246,8.203304026795282,4.663439094112067,5.5093883366279774,5.948034989180646,1,1,1,1,1,getsentry/sentry,2025-01,163,63,100,1,0,0.38650306748466257,5.099866427824198,4.1588830833596715,4.61512051684126,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2025-02,1402,569,512,2933,736,0.0,1,1,2025-02,1,512.0,512.0,True,both,treatment,event,0,0,1403,223304,3683.0,1771865.0,903576,98,390.0,324.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,7.247080584585756,12.316293828979267,8.211754397375197,4.59511985013459,5.968707559985366,5.783825182329737,1,1,1,1,1,getsentry/sentry,2025-02,194,65,129,1,0,0.33505154639175255,5.272999558563747,4.189654742026425,4.867534450455582,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2025-03,1776,727,654,3517,840,1.0,1,1,2025-02,0,654.0,654.0,True,both,treatment,post,15,1,1777,183231,3711.0,1853961.0,931978,111,299.0,568.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7.48324441607385,12.118508388457789,8.21932609390609,4.718498871295094,5.703782474656201,6.343880434126331,1,1,1,1,1,getsentry/sentry,2025-03,242,92,150,1,0,0.38016528925619836,5.493061443340548,4.532599493153255,5.017279836814924,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2025-04,1980,842,746,4034,1102,2.0,1,1,2025-02,1,746.0,746.0,True,both,treatment,post,1,1,1981,166635,3742.0,1907308.0,965562,119,299.0,416.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7.591861714889933,12.02356707180614,8.227642707904428,4.787491742782046,5.703782474656201,6.0330862217988015,1,1,1,1,1,getsentry/sentry,2025-04,266,91,175,1,0,0.34210526315789475,5.58724865840025,4.5217885770490405,5.170483995038151,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2025-05,1591,713,601,2712,794,3.0,1,1,2025-02,1,601.0,601.0,True,both,treatment,post,0,0,1593,140275,3772.0,1909669.0,958364,119,261.0,278.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7.37400185935016,11.8513671894478,8.235625719964311,4.787491742782046,5.568344503761097,5.631211781821365,1,1,1,1,1,getsentry/sentry,2025-05,154,72,82,1,0,0.4675324675324675,5.043425116919247,4.290459441148391,4.418840607796597,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2025-06,1735,778,695,3325,925,4.0,1,1,2025-02,1,695.0,695.0,True,both,treatment,post,4,1,1738,158173,3803.0,1962140.0,987563,131,159.0,264.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7.461065514354283,11.971450971883517,8.24380842366528,4.882801922586371,5.075173815233827,5.579729825986222,1,1,1,1,1,getsentry/sentry,2025-06,224,102,122,1,0,0.45535714285714285,5.41610040220442,4.634728988229636,4.812184355372417,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2025-07,1815,898,795,18772,2426,5.0,1,1,2025-02,1,795.0,795.0,True,both,treatment,post,2,1,1816,185842,3833.0,2015026.0,1008548,127,231.0,173.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7.504942068396171,12.132657510232637,8.251663923605589,4.852030263919617,5.44673737166631,5.159055299214529,1,1,1,1,1,getsentry/sentry,2025-07,1110,344,766,1,0,0.3099099099099099,7.0130157896396295,5.843544417031359,6.642486801367256,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,getsentry/sentry,2025-08,1201,632,566,8366,1747,6.0,1,1,2025-02,1,566.0,566.0,True,both,treatment,post,2,1,1202,155957,3864.0,2038867.0,1032843,124,196.0,198.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7.0925737159746784,11.957342019213334,8.259716961021523,4.828313737302301,5.2832037287379885,5.293304824724492,1,1,1,1,1,getsentry/sentry,2025-08,763,302,461,1,0,0.39580602883355176,6.638567789166521,5.713732805509369,6.135564891081739,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,grapeot/web_agentic_ai,2025-02,33,22,18,158,20,0.0,1,1,2025-02,1,18.0,18.0,True,both,treatment,event,0,0,46,12357,0.0,4415.0,3452,2,12.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.8501476017100575,9.422058905620924,0.0,1.0986122886681096,2.5649493574615367,2.302585092994045,1,1,1,1,1,grapeot/web_agentic_ai,2025-02,9,6,3,1,0,0.6666666666666666,2.3025850929940455,1.9459101490553132,1.3862943611198906,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,grapeot/web_agentic_ai,2025-03,22,3,2,14,5,1.0,1,1,2025-02,1,2.0,2.0,True,both,treatment,post,0,0,27,27665,2.0,6200.0,3635,2,16.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3.332204510175204,10.22795950143476,1.0986122886681096,1.0986122886681096,2.833213344056216,1.791759469228055,1,1,1,1,1,grapeot/web_agentic_ai,2025-03,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,hyperb1iss/droidmind,2025-02,1,0,0,0,0,-1.0,0,0,2025-03,0,,,True,left_only,treatment,pre,0,0,1,0,0.0,,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0,1,0,0,1,hyperb1iss/droidmind,2025-02,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,hyperb1iss/droidmind,2025-03,60,45,44,469,44,0.0,1,1,2025-03,1,44.0,44.0,True,both,treatment,event,0,0,60,37801,0.0,4114.0,5283,1,30.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4.110873864173311,10.540117290260902,0.0,0.6931471805599453,3.4339872044851463,1.791759469228055,1,1,1,1,1,hyperb1iss/droidmind,2025-03,50,16,34,1,0,0.32,3.9318256327243257,2.833213344056216,3.5553480614894135,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,hyperb1iss/droidmind,2025-05,21,13,12,112,18,2.0,1,1,2025-03,0,12.0,12.0,True,both,treatment,post,0,0,21,6302,59.0,4848.0,5960,1,30.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3.091042453358316,8.74878098951311,4.0943445622221,0.6931471805599453,3.4339872044851463,1.3862943611198906,1,1,1,1,1,hyperb1iss/droidmind,2025-05,3,3,0,1,0,1.0,1.3862943611198906,1.3862943611198906,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ilanbenb/wa_llm,2024-12,1,0,0,0,0,-2.0,0,0,2025-02,0,,,True,left_only,treatment,pre,0,0,1,0,0.0,,0,1,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0,1,0,0,1,ilanbenb/wa_llm,2024-12,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ilanbenb/wa_llm,2025-01,61,52,43,178,32,-1.0,0,0,2025-02,0,43.0,43.0,True,both,treatment,pre,2,1,71,10059,0.0,1573.0,1638,3,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4.276666119016055,9.21632244365373,0.0,1.3862943611198906,0.0,0.0,1,1,1,1,1,ilanbenb/wa_llm,2025-01,26,10,16,1,0,0.38461538461538464,3.295836866004329,2.3978952727983707,2.833213344056216,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ilanbenb/wa_llm,2025-02,48,42,38,55,22,0.0,1,1,2025-02,1,38.0,38.0,True,both,treatment,event,1,1,52,39740,0.0,2352.0,2307,3,11.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3.9702919135521215,10.590138679352371,0.0,1.3862943611198906,2.4849066497880004,0.0,1,1,1,1,1,ilanbenb/wa_llm,2025-02,6,3,3,1,0,0.5,1.9459101490553132,1.3862943611198906,1.3862943611198906,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ilanbenb/wa_llm,2025-03,8,8,8,32,13,1.0,1,1,2025-02,0,8.0,8.0,True,both,treatment,post,0,0,9,879,9.0,2601.0,2576,1,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.302585092994045,6.779921907472252,2.302585092994045,0.6931471805599453,1.6094379124341005,0.0,1,1,1,1,1,ilanbenb/wa_llm,2025-03,3,3,0,1,0,1.0,1.3862943611198906,1.3862943611198906,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ilanbenb/wa_llm,2025-04,2,2,1,10,5,2.0,1,1,2025-02,0,1.0,1.0,True,both,treatment,post,0,0,2,850,40.0,2619.0,2594,2,8.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.0986122886681096,6.746412128573374,3.713572066704308,1.0986122886681096,2.197224577336219,1.0986122886681096,1,1,0,0,1,ilanbenb/wa_llm,2025-04,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ilanbenb/wa_llm,2025-05,19,15,14,19,11,3.0,1,1,2025-02,0,14.0,14.0,True,both,treatment,post,0,0,19,564,70.0,2688.0,2654,4,21.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2.995732273553991,6.33682573114644,4.262679877041316,1.6094379124341005,3.091042453358316,0.6931471805599453,1,1,0,0,1,ilanbenb/wa_llm,2025-05,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ilanbenb/wa_llm,2025-06,24,22,20,29,17,4.0,1,1,2025-02,1,20.0,20.0,True,both,treatment,post,0,0,24,931,101.0,3081.0,3086,3,21.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3.218875824868201,6.837332814685591,4.624972813284271,1.3862943611198906,3.091042453358316,0.6931471805599453,1,1,1,1,1,ilanbenb/wa_llm,2025-06,1,1,0,1,0,1.0,0.6931471805599453,0.6931471805599453,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ilanbenb/wa_llm,2025-07,14,7,6,18,10,5.0,1,1,2025-02,0,6.0,6.0,True,both,treatment,post,0,0,14,466,131.0,3066.0,3082,2,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.70805020110221,6.1463292576688975,4.882801922586371,1.0986122886681096,1.791759469228055,1.0986122886681096,1,1,0,0,1,ilanbenb/wa_llm,2025-07,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
treatment,ilanbenb/wa_llm,2025-08,2,1,1,6,3,6.0,1,1,2025-02,0,1.0,1.0,True,both,treatment,post,0,0,2,139,162.0,3064.0,3080,2,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0986122886681096,4.941642422609304,5.093750200806762,1.0986122886681096,1.791759469228055,0.0,1,1,0,0,1,ilanbenb/wa_llm,2025-08,0,0,0,0,1,,0.0,0.0,0.0,80,100,80-99,bounded_band,width20_80_139,20,post_hoc_exploratory_sensitivity
