dataset_source,repo_name,time,treatment_group,active_treatment,is_treatment,event,post_event,time_to_event,treatment_period,input_commit_pairs,eligible_commit_pairs,python_file_change_audits,audited_commit_pairs,current_blob_attempts,parent_blob_attempts,blob_parse_attempts,unique_blob_revisions_attempted,parse_exclusion_records,current_file_parse_exclusions,parent_file_parse_exclusions,unique_excluded_blob_revisions,commit_pairs_with_parse_exclusions,has_parse_exclusion,commit_pair_parse_exclusion_rate,current_file_parse_exclusion_rate,parent_file_parse_exclusion_rate,blob_parse_exclusion_record_rate,unique_blob_parse_exclusion_rate
control,dromara/domain-admin,2024-06,0,0,0,,0,,control,20,20,52,14,52,40,92,88,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dromara/domain-admin,2024-07,0,0,0,,0,,control,36,36,117,27,117,109,226,200,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dromara/domain-admin,2024-08,0,0,0,,0,,control,8,8,22,6,22,13,35,35,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dromara/domain-admin,2024-09,0,0,0,,0,,control,28,28,20,8,20,19,39,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dromara/domain-admin,2024-10,0,0,0,,0,,control,24,24,16,6,16,14,30,30,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dromara/domain-admin,2024-11,0,0,0,,0,,control,20,20,23,15,23,21,44,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dromara/domain-admin,2024-12,0,0,0,,0,,control,6,6,4,3,4,4,8,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dromara/domain-admin,2025-02,0,0,0,,0,,control,3,3,2,2,2,2,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dromara/domain-admin,2025-03,0,0,0,,0,,control,2,2,3,2,3,3,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dromara/domain-admin,2025-04,0,0,0,,0,,control,2,2,3,2,3,2,5,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dromara/domain-admin,2025-06,0,0,0,,0,,control,7,7,11,5,11,7,18,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dromara/domain-admin,2025-07,0,0,0,,0,,control,7,7,6,4,6,6,12,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dromara/domain-admin,2025-08,0,0,0,,0,,control,3,3,7,2,7,6,13,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2024-01,0,0,0,,0,,control,47,36,131,30,131,76,207,196,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2024-02,0,0,0,,0,,control,2,2,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2024-04,0,0,0,,0,,control,10,10,167,7,167,159,326,326,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2024-05,0,0,0,,0,,control,17,17,104,11,104,65,169,163,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2024-06,0,0,0,,0,,control,13,13,230,10,230,207,437,430,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2024-07,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,dymmond/edgy,2024-08,0,0,0,,0,,control,15,15,503,11,503,491,994,981,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2024-09,0,0,0,,0,,control,14,14,627,14,627,578,1205,1145,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2024-10,0,0,0,,0,,control,31,31,367,29,367,346,713,681,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2024-11,0,0,0,,0,,control,14,14,350,14,350,331,681,663,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2024-12,0,0,0,,0,,control,13,13,47,8,47,34,81,80,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2025-01,0,0,0,,0,,control,21,21,210,16,210,151,361,351,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2025-02,0,0,0,,0,,control,15,15,122,14,122,104,226,221,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2025-03,0,0,0,,0,,control,14,14,149,12,149,128,277,268,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2025-04,0,0,0,,0,,control,10,10,227,10,227,222,449,437,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2025-05,0,0,0,,0,,control,11,11,202,11,202,190,392,366,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2025-06,0,0,0,,0,,control,6,6,64,6,64,53,117,113,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,dymmond/edgy,2025-07,0,0,0,,0,,control,19,19,214,16,214,205,419,409,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,emresen20/Pau-Bilgisayar-nots,2024-03,0,0,0,,0,,control,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,emresen20/Pau-Bilgisayar-nots,2024-04,0,0,0,,0,,control,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,emresen20/Pau-Bilgisayar-nots,2024-05,0,0,0,,0,,control,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,emresen20/Pau-Bilgisayar-nots,2024-06,0,0,0,,0,,control,7,7,3,1,3,0,3,3,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
control,emresen20/Pau-Bilgisayar-nots,2024-07,0,0,0,,0,,control,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,emresen20/Pau-Bilgisayar-nots,2024-12,0,0,0,,0,,control,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
control,evermoving/SystemCaptioner,2024-10,0,0,0,,0,,control,111,108,97,62,97,88,185,145,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,evermoving/SystemCaptioner,2024-11,0,0,0,,0,,control,8,8,3,3,3,3,6,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,evermoving/SystemCaptioner,2024-12,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,evermoving/SystemCaptioner,2025-08,0,0,0,,0,,control,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,golemfoundation/octant,2024-01,0,0,0,,0,,control,272,172,403,56,403,340,743,728,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2024-02,0,0,0,,0,,control,181,107,77,16,77,62,139,139,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2024-03,0,0,0,,0,,control,235,177,435,47,435,373,808,744,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2024-04,0,0,0,,0,,control,456,325,400,102,400,362,762,697,1,0,1,1,1,1,0.003076923076923077,0.0,0.0027624309392265192,0.0013123359580052493,0.0014347202295552368
control,golemfoundation/octant,2024-05,0,0,0,,0,,control,178,114,271,61,271,234,505,464,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2024-06,0,0,0,,0,,control,221,149,364,87,364,305,669,622,5,0,5,5,1,1,0.006711409395973154,0.0,0.01639344262295082,0.007473841554559043,0.008038585209003215
control,golemfoundation/octant,2024-07,0,0,0,,0,,control,195,126,116,31,116,106,222,206,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2024-08,0,0,0,,0,,control,119,92,52,30,52,46,98,80,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2024-09,0,0,0,,0,,control,184,113,95,16,95,75,170,163,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2024-10,0,0,0,,0,,control,280,179,184,21,184,93,277,274,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2024-11,0,0,0,,0,,control,135,101,19,10,19,18,37,37,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2024-12,0,0,0,,0,,control,202,162,147,24,147,109,256,227,6,0,6,6,1,1,0.006172839506172839,0.0,0.05504587155963303,0.0234375,0.02643171806167401
control,golemfoundation/octant,2025-01,0,0,0,,0,,control,206,123,127,28,127,89,216,211,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2025-02,0,0,0,,0,,control,57,37,179,24,179,132,311,299,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2025-03,0,0,0,,0,,control,192,167,235,88,235,199,434,377,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2025-04,0,0,0,,0,,control,199,159,333,132,333,301,634,498,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2025-05,0,0,0,,0,,control,83,70,213,61,213,167,380,349,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2025-06,0,0,0,,0,,control,32,23,33,9,33,32,65,62,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2025-07,0,0,0,,0,,control,33,24,16,10,16,14,30,27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,golemfoundation/octant,2025-08,0,0,0,,0,,control,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,infected4098/Wave-U-Mamba,2024-09,0,0,0,,0,,control,51,51,19,19,19,10,29,28,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,infected4098/Wave-U-Mamba,2024-10,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,infected4098/Wave-U-Mamba,2024-12,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,infected4098/Wave-U-Mamba,2025-02,0,0,0,,0,,control,4,4,2,2,2,2,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,infected4098/Wave-U-Mamba,2025-05,0,0,0,,0,,control,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,infected4098/Wave-U-Mamba,2025-06,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,infected4098/Wave-U-Mamba,2025-08,0,0,0,,0,,control,12,12,4,4,4,3,7,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,itsKayWat/MindfulShift-2025,2024-12,0,0,0,,0,,control,12,12,4,4,4,0,4,4,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
control,jacebrowning/datafiles,2024-01,0,0,0,,0,,control,7,3,3,2,3,3,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,jacebrowning/datafiles,2024-03,0,0,0,,0,,control,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,jacebrowning/datafiles,2024-05,0,0,0,,0,,control,21,17,7,3,7,7,14,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,jacebrowning/datafiles,2024-07,0,0,0,,0,,control,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,jacebrowning/datafiles,2024-08,0,0,0,,0,,control,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,jacebrowning/datafiles,2024-10,0,0,0,,0,,control,2,1,2,1,2,2,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,jacebrowning/datafiles,2024-11,0,0,0,,0,,control,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,jacebrowning/datafiles,2025-02,0,0,0,,0,,control,15,9,10,3,10,10,20,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,jacebrowning/datafiles,2025-04,0,0,0,,0,,control,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,jacebrowning/datafiles,2025-05,0,0,0,,0,,control,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,jacebrowning/datafiles,2025-06,0,0,0,,0,,control,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,jacebrowning/datafiles,2025-07,0,0,0,,0,,control,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,jfcrenshaw/pzflow,2024-02,0,0,0,,0,,control,2,2,13,2,13,13,26,24,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,jfcrenshaw/pzflow,2024-05,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,jfcrenshaw/pzflow,2025-02,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,jfcrenshaw/pzflow,2025-03,0,0,0,,0,,control,3,3,4,2,4,4,8,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,jinli99/iShapEditing,2024-03,0,0,0,,0,,control,2,2,39,2,39,5,44,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,jinli99/iShapEditing,2024-11,0,0,0,,0,,control,6,6,19,1,19,19,38,38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,jinli99/iShapEditing,2025-03,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,jrowellfx/lsseq,2024-08,0,0,0,,0,,control,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,jrowellfx/lsseq,2024-09,0,0,0,,0,,control,6,6,3,2,3,3,6,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,jrowellfx/lsseq,2025-01,0,0,0,,0,,control,7,7,5,3,5,5,10,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,jrowellfx/lsseq,2025-02,0,0,0,,0,,control,22,20,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,jrowellfx/lsseq,2025-03,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,jrowellfx/lsseq,2025-05,0,0,0,,0,,control,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,jrowellfx/lsseq,2025-06,0,0,0,,0,,control,10,9,3,3,3,3,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,jrowellfx/lsseq,2025-07,0,0,0,,0,,control,10,10,6,5,6,6,12,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,kangtegong/pyftrace,2024-10,0,0,0,,0,,control,3,3,15,1,15,0,15,15,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
control,kangtegong/pyftrace,2024-11,0,0,0,,0,,control,43,43,66,33,66,57,123,105,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,kangtegong/pyftrace,2024-12,0,0,0,,0,,control,9,8,10,6,10,8,18,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,kangtegong/pyftrace,2025-03,0,0,0,,0,,control,5,5,11,3,11,11,22,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,kuleshov-group/caduceus,2024-02,0,0,0,,0,,control,5,5,46,3,46,2,48,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,kuleshov-group/caduceus,2024-03,0,0,0,,0,,control,12,11,3,2,3,3,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,kuleshov-group/caduceus,2024-04,0,0,0,,0,,control,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
control,kuleshov-group/caduceus,2024-05,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,kuleshov-group/caduceus,2024-06,0,0,0,,0,,control,3,3,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,kuleshov-group/caduceus,2024-08,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,kuleshov-group/caduceus,2024-10,0,0,0,,0,,control,4,4,4,4,4,4,8,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,kuleshov-group/caduceus,2025-01,0,0,0,,0,,control,2,1,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,kuleshov-group/caduceus,2025-05,0,0,0,,0,,control,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,kuleshov-group/caduceus,2025-06,0,0,0,,0,,control,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,lancedb/lancedb,2024-04,0,0,0,,0,,control,488,485,499,147,499,470,969,945,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2024-05,0,0,0,,0,,control,70,70,27,13,27,24,51,51,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2024-06,0,0,0,,0,,control,43,43,14,6,14,13,27,27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2024-07,0,0,0,,0,,control,69,69,33,17,33,30,63,63,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2024-08,0,0,0,,0,,control,59,59,78,21,78,76,154,148,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2024-09,0,0,0,,0,,control,63,63,63,27,63,61,124,123,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2024-10,0,0,0,,0,,control,50,50,25,9,25,25,50,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2024-11,0,0,0,,0,,control,87,87,69,23,69,65,134,130,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2024-12,0,0,0,,0,,control,90,90,63,23,63,55,118,117,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2025-01,0,0,0,,0,,control,89,89,137,27,137,129,266,257,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2025-02,0,0,0,,0,,control,77,77,49,16,49,48,97,95,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2025-03,0,0,0,,0,,control,85,85,63,20,63,61,124,121,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2025-04,0,0,0,,0,,control,104,104,56,18,56,55,111,111,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2025-05,0,0,0,,0,,control,64,64,23,7,23,23,46,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2025-06,0,0,0,,0,,control,46,46,16,7,16,15,31,30,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2025-07,0,0,0,,0,,control,54,54,40,17,40,39,79,79,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,lancedb/lancedb,2025-08,0,0,0,,0,,control,36,36,36,11,36,32,68,66,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,loml13yyy/AtlassianConfluence-RCE,2024-10,0,0,0,,0,,control,7,7,4,4,4,3,7,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,loml13yyy/yyGRPU8,2024-10,0,0,0,,0,,control,6,6,3,3,3,2,5,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,markmelnic/stealthenium,2024-08,0,0,0,,0,,control,1,1,20,1,20,0,20,20,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
control,markmelnic/stealthenium,2024-10,0,0,0,,0,,control,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,markmelnic/stealthenium,2025-02,0,0,0,,0,,control,1,1,3,1,3,3,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2024-01,0,0,0,,0,,control,6,6,75,3,75,68,143,142,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2024-02,0,0,0,,0,,control,13,13,9,2,9,9,18,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2024-03,0,0,0,,0,,control,2,2,6,1,6,6,12,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2024-04,0,0,0,,0,,control,8,8,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2024-05,0,0,0,,0,,control,10,10,9,4,9,9,18,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2024-06,0,0,0,,0,,control,12,12,7,2,7,7,14,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2024-07,0,0,0,,0,,control,7,7,2,1,2,2,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2024-08,0,0,0,,0,,control,15,15,8,4,8,8,16,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2024-09,0,0,0,,0,,control,8,8,2,1,2,2,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2024-10,0,0,0,,0,,control,2,2,14,1,14,13,27,27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2024-11,0,0,0,,0,,control,18,18,5,3,5,5,10,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2024-12,0,0,0,,0,,control,34,34,36,7,36,36,72,70,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2025-01,0,0,0,,0,,control,11,11,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2025-02,0,0,0,,0,,control,39,39,37,8,37,32,69,69,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2025-03,0,0,0,,0,,control,16,16,2,1,2,2,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2025-04,0,0,0,,0,,control,22,22,35,5,35,30,65,65,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2025-05,0,0,0,,0,,control,26,26,7,2,7,6,13,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2025-06,0,0,0,,0,,control,17,17,8,2,8,8,16,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/AzureTRE,2025-07,0,0,0,,0,,control,18,18,15,3,15,15,30,30,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/semantic-link-labs,2024-05,0,0,0,,0,,control,26,22,156,7,156,106,262,218,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/semantic-link-labs,2024-06,0,0,0,,0,,control,33,29,303,22,303,267,570,528,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/semantic-link-labs,2024-07,0,0,0,,0,,control,64,52,301,51,301,297,598,431,2,1,1,1,2,1,0.038461538461538464,0.0033222591362126247,0.003367003367003367,0.0033444816053511705,0.002320185614849188
control,microsoft/semantic-link-labs,2024-08,0,0,0,,0,,control,145,129,270,124,270,262,532,418,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/semantic-link-labs,2024-09,0,0,0,,0,,control,200,161,377,151,377,355,732,583,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/semantic-link-labs,2024-10,0,0,0,,0,,control,133,109,246,98,246,240,486,438,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/semantic-link-labs,2024-11,0,0,0,,0,,control,96,76,165,73,165,158,323,286,2,1,1,1,2,1,0.02631578947368421,0.006060606060606061,0.006329113924050633,0.006191950464396285,0.0034965034965034965
control,microsoft/semantic-link-labs,2024-12,0,0,0,,0,,control,128,110,326,105,326,318,644,573,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/semantic-link-labs,2025-01,0,0,0,,0,,control,122,111,341,93,341,335,676,596,2,1,1,2,2,1,0.018018018018018018,0.002932551319648094,0.0029850746268656717,0.0029585798816568047,0.003355704697986577
control,microsoft/semantic-link-labs,2025-02,0,0,0,,0,,control,141,114,275,107,275,212,487,423,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/semantic-link-labs,2025-03,0,0,0,,0,,control,166,142,305,136,305,296,601,509,1,0,1,1,1,1,0.007042253521126761,0.0,0.0033783783783783786,0.0016638935108153079,0.0019646365422396855
control,microsoft/semantic-link-labs,2025-04,0,0,0,,0,,control,88,75,121,74,121,112,233,193,2,1,1,1,2,1,0.02666666666666667,0.008264462809917356,0.008928571428571428,0.008583690987124463,0.0051813471502590676
control,microsoft/semantic-link-labs,2025-05,0,0,0,,0,,control,93,83,118,83,118,112,230,169,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/semantic-link-labs,2025-06,0,0,0,,0,,control,82,69,225,65,225,216,441,408,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/semantic-link-labs,2025-07,0,0,0,,0,,control,48,36,210,35,210,204,414,393,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,microsoft/semantic-link-labs,2025-08,0,0,0,,0,,control,63,47,128,44,128,125,253,236,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,monero-project/meta,2025-05,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,neuml/rag,2024-07,0,0,0,,0,,control,7,7,1,1,1,0,1,1,0,0,0,0,0,0,0.0,0.0,,0.0,0.0
control,neuml/rag,2024-08,0,0,0,,0,,control,13,13,6,6,6,6,12,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,neuml/rag,2024-09,0,0,0,,0,,control,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,neuml/rag,2024-10,0,0,0,,0,,control,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
control,neuml/rag,2024-11,0,0,0,,0,,control,2,2,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,neuml/rag,2024-12,0,0,0,,0,,control,3,3,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,neuml/rag,2025-04,0,0,0,,0,,control,2,2,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
control,neuml/rag,2025-05,0,0,0,,0,,control,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
