function_line_count,events,agc_events,hwc_events,repositories,share_of_total,cumulative_events_le,cumulative_share_le,agc_ratio
789,2,0,2,1,4.439038681783073e-06,450352,0.9995649742091852,0.0
792,2,0,2,1,4.439038681783073e-06,450354,0.9995694132478671,0.0
793,2,1,1,2,4.439038681783073e-06,450356,0.9995738522865488,0.5
800,2,0,2,2,4.439038681783073e-06,450358,0.9995782913252306,0.0
804,2,0,2,2,4.439038681783073e-06,450360,0.9995827303639124,0.0
806,1,0,1,1,2.2195193408915364e-06,450361,0.9995849498832533,0.0
807,1,0,1,1,2.2195193408915364e-06,450362,0.9995871694025942,0.0
809,2,0,2,1,4.439038681783073e-06,450364,0.9995916084412759,0.0
814,1,0,1,1,2.2195193408915364e-06,450365,0.9995938279606168,0.0
822,1,0,1,1,2.2195193408915364e-06,450366,0.9995960474799578,0.0
823,3,0,3,1,6.65855802267461e-06,450369,0.9996027060379804,0.0
824,2,0,2,1,4.439038681783073e-06,450371,0.9996071450766622,0.0
829,2,0,2,1,4.439038681783073e-06,450373,0.999611584115344,0.0
831,2,0,2,1,4.439038681783073e-06,450375,0.9996160231540258,0.0
832,4,0,4,1,8.878077363566146e-06,450379,0.9996249012313894,0.0
834,1,0,1,1,2.2195193408915364e-06,450380,0.9996271207507302,0.0
837,2,0,2,1,4.439038681783073e-06,450382,0.999631559789412,0.0
841,5,0,5,1,1.1097596704457683e-05,450387,0.9996426573861165,0.0
846,1,0,1,1,2.2195193408915364e-06,450388,0.9996448769054573,0.0
847,2,1,1,2,4.439038681783073e-06,450390,0.9996493159441391,0.5
848,1,0,1,1,2.2195193408915364e-06,450391,0.9996515354634801,0.0
852,3,0,3,2,6.65855802267461e-06,450394,0.9996581940215027,0.0
853,1,0,1,1,2.2195193408915364e-06,450395,0.9996604135408436,0.0
855,2,0,2,2,4.439038681783073e-06,450397,0.9996648525795254,0.0
857,3,0,3,3,6.65855802267461e-06,450400,0.999671511137548,0.0
858,2,0,2,2,4.439038681783073e-06,450402,0.9996759501762298,0.0
859,1,0,1,1,2.2195193408915364e-06,450403,0.9996781696955708,0.0
861,1,0,1,1,2.2195193408915364e-06,450404,0.9996803892149116,0.0
862,3,0,3,1,6.65855802267461e-06,450407,0.9996870477729343,0.0
863,2,0,2,1,4.439038681783073e-06,450409,0.9996914868116161,0.0
864,2,0,2,1,4.439038681783073e-06,450411,0.9996959258502979,0.0
865,2,0,2,2,4.439038681783073e-06,450413,0.9997003648889796,0.0
866,1,0,1,1,2.2195193408915364e-06,450414,0.9997025844083205,0.0
873,2,0,2,2,4.439038681783073e-06,450416,0.9997070234470024,0.0
875,5,0,5,3,1.1097596704457683e-05,450421,0.9997181210437067,0.0
876,1,0,1,1,2.2195193408915364e-06,450422,0.9997203405630477,0.0
878,4,0,4,1,8.878077363566146e-06,450426,0.9997292186404112,0.0
880,2,0,2,1,4.439038681783073e-06,450428,0.9997336576790931,0.0
881,1,0,1,1,2.2195193408915364e-06,450429,0.9997358771984339,0.0
883,6,0,6,2,1.331711604534922e-05,450435,0.9997491943144793,0.0
884,1,0,1,1,2.2195193408915364e-06,450436,0.9997514138338202,0.0
885,1,0,1,1,2.2195193408915364e-06,450437,0.999753633353161,0.0
886,1,1,0,1,2.2195193408915364e-06,450438,0.9997558528725019,1.0
889,1,0,1,1,2.2195193408915364e-06,450439,0.9997580723918428,0.0
892,2,0,2,1,4.439038681783073e-06,450441,0.9997625114305246,0.0
893,2,0,2,1,4.439038681783073e-06,450443,0.9997669504692064,0.0
899,1,0,1,1,2.2195193408915364e-06,450444,0.9997691699885473,0.0
901,1,0,1,1,2.2195193408915364e-06,450445,0.9997713895078881,0.0
904,4,0,4,1,8.878077363566146e-06,450449,0.9997802675852517,0.0
912,1,0,1,1,2.2195193408915364e-06,450450,0.9997824871045926,0.0
914,3,0,3,2,6.65855802267461e-06,450453,0.9997891456626153,0.0
915,2,0,2,2,4.439038681783073e-06,450455,0.9997935847012971,0.0
916,1,0,1,1,2.2195193408915364e-06,450456,0.999795804220638,0.0
917,1,0,1,1,2.2195193408915364e-06,450457,0.9997980237399788,0.0
918,2,0,2,1,4.439038681783073e-06,450459,0.9998024627786607,0.0
919,4,3,1,2,8.878077363566146e-06,450463,0.9998113408560242,0.75
929,3,0,3,1,6.65855802267461e-06,450466,0.9998179994140469,0.0
935,3,0,3,2,6.65855802267461e-06,450469,0.9998246579720695,0.0
936,1,0,1,1,2.2195193408915364e-06,450470,0.9998268774914104,0.0
944,1,0,1,1,2.2195193408915364e-06,450471,0.9998290970107514,0.0
965,1,1,0,1,2.2195193408915364e-06,450472,0.9998313165300923,1.0
973,2,1,1,2,4.439038681783073e-06,450474,0.999835755568774,0.5
989,2,0,2,1,4.439038681783073e-06,450476,0.9998401946074558,0.0
1005,2,0,2,1,4.439038681783073e-06,450478,0.9998446336461376,0.0
1009,3,3,0,1,6.65855802267461e-06,450481,0.9998512922041602,1.0
1012,1,0,1,1,2.2195193408915364e-06,450482,0.9998535117235011,0.0
1013,1,1,0,1,2.2195193408915364e-06,450483,0.9998557312428421,1.0
1015,1,1,0,1,2.2195193408915364e-06,450484,0.999857950762183,1.0
1016,2,0,2,2,4.439038681783073e-06,450486,0.9998623898008647,0.0
1018,1,0,1,1,2.2195193408915364e-06,450487,0.9998646093202056,0.0
1021,1,0,1,1,2.2195193408915364e-06,450488,0.9998668288395465,0.0
1026,2,0,2,1,4.439038681783073e-06,450490,0.9998712678782283,0.0
1029,2,0,2,2,4.439038681783073e-06,450492,0.9998757069169101,0.0
1031,2,0,2,1,4.439038681783073e-06,450494,0.9998801459555918,0.0
1041,2,0,2,2,4.439038681783073e-06,450496,0.9998845849942737,0.0
1042,1,0,1,1,2.2195193408915364e-06,450497,0.9998868045136146,0.0
1051,1,1,0,1,2.2195193408915364e-06,450498,0.9998890240329554,1.0
1058,2,0,2,1,4.439038681783073e-06,450500,0.9998934630716372,0.0
1065,1,0,1,1,2.2195193408915364e-06,450501,0.999895682590978,0.0
1074,7,0,7,1,1.5536635386240755e-05,450508,0.9999112192263644,0.0
1076,1,0,1,1,2.2195193408915364e-06,450509,0.9999134387457053,0.0
1083,1,0,1,1,2.2195193408915364e-06,450510,0.9999156582650461,0.0
1122,1,0,1,1,2.2195193408915364e-06,450511,0.999917877784387,0.0
1129,1,0,1,1,2.2195193408915364e-06,450512,0.9999200973037279,0.0
1140,2,0,2,1,4.439038681783073e-06,450514,0.9999245363424097,0.0
1143,1,0,1,1,2.2195193408915364e-06,450515,0.9999267558617506,0.0
1152,1,0,1,1,2.2195193408915364e-06,450516,0.9999289753810915,0.0
1159,1,1,0,1,2.2195193408915364e-06,450517,0.9999311949004324,1.0
1176,1,1,0,1,2.2195193408915364e-06,450518,0.9999334144197732,1.0
1262,2,0,2,1,4.439038681783073e-06,450520,0.999937853458455,0.0
1285,1,0,1,1,2.2195193408915364e-06,450521,0.999940072977796,0.0
1289,3,0,3,1,6.65855802267461e-06,450524,0.9999467315358186,0.0
1290,1,0,1,1,2.2195193408915364e-06,450525,0.9999489510551595,0.0
1295,1,0,1,1,2.2195193408915364e-06,450526,0.9999511705745003,0.0
1327,2,0,2,1,4.439038681783073e-06,450528,0.9999556096131822,0.0
1334,2,0,2,1,4.439038681783073e-06,450530,0.9999600486518639,0.0
1335,1,0,1,1,2.2195193408915364e-06,450531,0.9999622681712048,0.0
1336,1,0,1,1,2.2195193408915364e-06,450532,0.9999644876905457,0.0
1340,1,0,1,1,2.2195193408915364e-06,450533,0.9999667072098867,0.0
2118,1,0,1,1,2.2195193408915364e-06,450534,0.9999689267292275,0.0
2123,1,0,1,1,2.2195193408915364e-06,450535,0.9999711462485684,0.0
2984,1,0,1,1,2.2195193408915364e-06,450536,0.9999733657679093,0.0
3270,1,0,1,1,2.2195193408915364e-06,450537,0.9999755852872502,0.0
3441,1,0,1,1,2.2195193408915364e-06,450538,0.999977804806591,0.0
3532,1,0,1,1,2.2195193408915364e-06,450539,0.999980024325932,0.0
3628,2,0,2,1,4.439038681783073e-06,450541,0.9999844633646138,0.0
3634,2,0,2,1,4.439038681783073e-06,450543,0.9999889024032955,0.0
4190,1,1,0,1,2.2195193408915364e-06,450544,0.9999911219226364,1.0
6956,1,0,1,1,2.2195193408915364e-06,450545,0.9999933414419774,0.0
17740,1,0,1,1,2.2195193408915364e-06,450546,0.9999955609613183,0.0
17743,1,0,1,1,2.2195193408915364e-06,450547,0.9999977804806591,0.0
17744,1,0,1,1,2.2195193408915364e-06,450548,1.0,0.0
