exclusion_stage,exclusion_reason,scope_role,dataset_source,repo_name,time,event,time_to_event,python_eligible,scan_status,commits,lines_added,age,ncloc,ncloc_original,ncloc_recovered,ncloc_source,ncloc_recovery_applied,ncloc_recovery_snapshot_key,contributors,stars,issues,latest_commit_effective,commit_resolution
python_pooled_panel,control_no_python,control,control,zhipeixu/FakeShield,2024-10,,,0,success_no_python,11.0,29.0,0,,,,missing,0,,2.0,65,3,2d9bb9c074519045f6b998f093ec44216a3fb5f1,observed
python_pooled_panel,control_no_python,control,control,zhipeixu/FakeShield,2024-11,,,0,success_no_python,0.0,0.0,27,,,,missing,0,,0.0,27,0,2d9bb9c074519045f6b998f093ec44216a3fb5f1,carried_forward
python_pooled_panel,control_no_python,control,control,zhipeixu/FakeShield,2024-12,,,0,success_no_python,0.0,0.0,57,,,,missing,0,,0.0,7,2,2d9bb9c074519045f6b998f093ec44216a3fb5f1,carried_forward
python_pooled_panel,control_no_python,control,control,zhipeixu/FakeShield,2025-01,,,0,success_no_python,0.0,0.0,88,,,,missing,0,,0.0,5,1,2d9bb9c074519045f6b998f093ec44216a3fb5f1,carried_forward
python_pooled_panel,missing_valid_event,treatment,treatment,Dror-Bengal/CursorFocus,2024-12,,,1,success_python,13.0,3139.0,0,1316.0,1316.0,,replication_panel,0,,3.0,8,4,7476325c97b95080a69b3349208926b8a6cbc3eb,observed
python_pooled_panel,missing_valid_event,treatment,treatment,Dror-Bengal/CursorFocus,2025-01,,,1,success_python,5.0,2025.0,5,1847.0,1847.0,,replication_panel,0,,1.0,37,2,62ef23a6e2ea725f9ccb7be17b95440277b4597b,observed
python_pooled_panel,missing_valid_event,treatment,treatment,The-Pocket-World/PocketManus,2025-03,,,1,success_python,382.0,77022.0,0,8730.0,8730.0,,replication_panel,0,,62.0,133,1,c5cb0108e6e313d83323f8579e6238a4e4f5b379,observed
python_pooled_panel,missing_valid_event,treatment,treatment,W1ndys/W1ndysBot,2025-07,,,,commit_not_found,2.0,7516.0,143,3901.0,3901.0,,replication_panel,0,,1.0,0,0,98ca48eb0817e96094ff662cf5e98a2231fe7703,observed
python_pooled_panel,missing_valid_event,treatment,treatment,W1ndys/W1ndysBot,2025-08,,,,commit_not_found,1.0,216.0,0,3961.0,3961.0,,replication_panel,0,,1.0,0,0,64984204c81f8193080999b3c87238de94c4d187,observed
python_pooled_panel,treatment_no_python,treatment,treatment,cgevans/qslib,2025-02,2025-02,0.0,0,success_no_python,45.0,5885.0,1273,8741.0,8741.0,,replication_panel,0,,2.0,0,0,f231361a93b274928e71ff2cb06bee91e0bb2c11,observed
python_pooled_panel,treatment_no_python,treatment,treatment,hyperb1iss/droidmind,2025-02,2025-03,-1.0,0,success_no_python,1.0,0.0,0,,,,missing,0,,1.0,0,0,0d7eb7376eb0578b3aae50e0c5bd1cdec205a368,observed
python_pooled_panel,treatment_no_python,treatment,treatment,ilanbenb/wa_llm,2024-12,2025-02,-2.0,0,success_no_python,1.0,0.0,0,,,,missing,0,,1.0,0,0,f56e3e01bc6dc3f46168b179967818623657dda1,observed
python_pooled_panel,missing_valid_event,treatment,treatment,loning/universe,2025-03,,,0,success_no_python,148.0,7749.0,0,662.0,662.0,,replication_panel,0,,3.0,17,0,567ef1859fa3b5f94103a8896ccfdd31a6596061,observed
python_pooled_panel,missing_valid_event,treatment,treatment,stampchain-io/btc_stamps,2024-01,,,1,success_python,106.0,100735.0,0,3568.0,3568.0,,replication_panel,0,,7.0,0,0,cfd863b16e60d7a36464cd0e5270793c158f2942,observed
python_pooled_panel,missing_valid_event,treatment,treatment,stampchain-io/btc_stamps,2024-02,,,1,success_python,169.0,3370.0,0,3984.0,3984.0,,replication_panel,0,,5.0,0,0,3e68706a5e3809690da7d384fd42cbd8547dbcf5,observed
python_pooled_panel,missing_valid_event,treatment,treatment,stampchain-io/btc_stamps,2024-03,,,1,success_python,50.0,172.0,0,4007.0,4007.0,,replication_panel,0,,5.0,0,0,7b30a6c9f5b8efff3b887f946d043f4e31f7af0a,observed
python_pooled_panel,missing_valid_event,treatment,treatment,stampchain-io/btc_stamps,2024-04,,,1,success_python,14.0,16.0,0,4007.0,4007.0,,replication_panel,0,,3.0,0,0,8c10ebfc4e5af2d814dc3cf01b13612f017ad537,observed
python_pooled_panel,missing_valid_event,treatment,treatment,stampchain-io/btc_stamps,2024-05,,,1,success_python,708.0,19541.0,0,7446.0,7446.0,,replication_panel,0,,6.0,0,0,4616a910bf4e64149dffe9e67dac72c1464e328c,observed
python_pooled_panel,missing_valid_event,treatment,treatment,stampchain-io/btc_stamps,2024-06,,,1,success_python,113.0,2460.0,0,7744.0,7744.0,,replication_panel,0,,5.0,6,2,6b89dc40ab26c3f4845b5b385a247a2b5e81f0e4,observed
python_pooled_panel,missing_valid_event,treatment,treatment,stampchain-io/btc_stamps,2024-07,,,1,success_python,48.0,565.0,6,7775.0,7775.0,,replication_panel,0,,4.0,1,7,faeb337b254f4cbdbe2f57e9b55b7385123c30b7,observed
python_pooled_panel,missing_valid_event,treatment,treatment,stampchain-io/btc_stamps,2024-08,,,1,success_python,0.0,0.0,37,7775.0,7775.0,,replication_panel,0,,0.0,0,14,faeb337b254f4cbdbe2f57e9b55b7385123c30b7,carried_forward
python_pooled_panel,missing_valid_event,treatment,treatment,stampchain-io/btc_stamps,2024-09,,,1,success_python,0.0,0.0,68,7775.0,7775.0,,replication_panel,0,,0.0,2,9,faeb337b254f4cbdbe2f57e9b55b7385123c30b7,carried_forward
python_pooled_panel,missing_valid_event,treatment,treatment,stampchain-io/btc_stamps,2024-10,,,1,success_python,24.0,3149.0,98,8619.0,8619.0,,replication_panel,0,,4.0,1,7,cc33973f59b8d1214717cc31f9da9c34e29e3070,observed
python_pooled_panel,missing_valid_event,treatment,treatment,stampchain-io/btc_stamps,2024-11,,,1,success_python,35.0,3210.0,129,10179.0,10179.0,,replication_panel,0,,6.0,1,1,8545878502c06ed0224f5bd89f142725bf6d51d9,observed
python_pooled_panel,treatment_no_python,treatment,treatment,trycua/cua,2025-01,2025-03,-2.0,0,success_no_python,1.0,0.0,0,,,,missing,0,,1.0,0,0,19a07d24d3c1207aa0809c77975087d92c070b0a,observed
python_pooled_panel,treatment_no_python,treatment,treatment,trycua/cua,2025-02,2025-03,-1.0,0,success_no_python,37.0,1158.0,0,,,,missing,0,,4.0,0,0,b187511acfabe7fad390c581961fb7718748d07d,observed
